topic,model,condition,condition_label,word_count,relevance,reason,error_records,minor,major,erroneous_units,assessed_units,uncertain_units,skipped_units,error_details,report
vapour phase refining,llama-4-maverick,English prompt / Arabic response,English prompt / Arabic response,219,on_topic,"The response accurately and directly explains vapour phase refining in Arabic, covering its definition, core steps, the Mond process for nickel with chemical equations, and its advantages.",0,0,0,0,4,0,0,[],ch-7_vapour_phase_refining/arabic-english/evaluation/llama-4-maverick__487ee3cad779/results.md
vapour phase refining,gpt-5.6-terra,English prompt / Arabic response,English prompt / Arabic response,368,on_topic,"The response explains vapour phase refining accurately and comprehensively, discussing its core principle, generalized reaction steps, the Mond process for nickel, the Van Arkel–de Boer process for titanium and zirconium, and the prerequisite conditions for success.",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/arabic-english/evaluation/gpt-5.6-terra__8a1bb795dad8/results.md
alkaline earth metals,claude-sonnet-5,Hindi prompt / Hindi response,Hindi prompt / Hindi response,282,on_topic,"The response directly and thoroughly introduces Group 2 alkaline earth metals, covering their placement in the periodic table, electronic configuration, etymology, key physical and chemical properties, daily-life applications, and interesting biological and mineral occurrences.",0,0,0,0,12,0,0,[],ch-6_alkaline_earth_metals/hindi-native/evaluation/claude-sonnet-5__dba268447935/results.md
vapour phase refining,gemini-3.8-flash,Arabic prompt / Arabic response,Arabic prompt / Arabic response,473,on_topic,"The entire response directly addresses vapour phase refining in high school chemistry, explaining its general principle, required conditions, and standard examples (Mond and Van Arkel processes).",0,0,0,0,7,0,0,[],ch-7_vapour_phase_refining/arabic-native/evaluation/gemini-3.8-flash__9867037c0262/results.md
vapour phase refining,grok-4.3,Arabic prompt / Arabic response,Arabic prompt / Arabic response,267,off_topic,"The response confuses 'vapour phase refining' (a metallurgical refining technique involving conversion of crude metal into a volatile compound followed by thermal decomposition, such as the Mond and Van Arkel processes) with ordinary physical distillation (التقطير) of liquids and solutions, explaining distillation apparatus, boiling points, and laboratory distillation types instead.",0,0,0,0,0,0,8,[],ch-7_vapour_phase_refining/arabic-native/evaluation/grok-4.3__9c7fdcb82a15/results.md
alkaline earth metals,gpt-5.6-terra,Hindi prompt / Hindi response,Hindi prompt / Hindi response,588,on_topic,"The response comprehensively explains alkaline earth metals, including their definition, group elements, origin of the name, electronic configuration, chemical and physical properties, comparison with alkali metals, occurrence in nature, and everyday applications.",0,0,0,0,12,0,0,[],ch-6_alkaline_earth_metals/hindi-native/evaluation/gpt-5.6-terra__89a2797dccd9/results.md
vapour phase refining,claude-sonnet-5,Arabic prompt / Arabic response,Arabic prompt / Arabic response,275,off_topic,"The prompt requested an explanation of 'vapour phase refining' (التنقية بالطور البخاري), which is a metallurgical refining technique for metals (such as the Mond process or the Van Arkel process). The response conflates the term with fractional distillation (التقطير التجزيئي) and explains the physical separation of liquid mixtures and petroleum refining instead.",0,0,0,0,0,0,6,[],ch-7_vapour_phase_refining/arabic-native/evaluation/claude-sonnet-5__fc7003d50af6/results.md
vapour phase refining,gemini-3.8-flash,English prompt / Bengali response,English prompt / Bengali response,452,on_topic,"The text directly explains vapour phase refining in metallurgy, covering its core definition, working principle, general procedure, and two classic industrial examples (Mond process and Van Arkel process) along with a summary recap.",0,0,0,0,6,0,0,[],ch-7_vapour_phase_refining/bengali-english/evaluation/gemini-3.8-flash__8999378d6b64/results.md
vapour phase refining,grok-4.3,English prompt / Bengali response,English prompt / Bengali response,239,on_topic,"The entire response directly and accurately explains vapour phase refining in Bengali, covering its basic principle, the Mond and Van Arkel processes, and its key advantages.",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/bengali-english/evaluation/grok-4.3__39ebe3f97316/results.md
vapour phase refining,claude-sonnet-5,English prompt / Bengali response,English prompt / Bengali response,285,on_topic,"The response accurately and directly explains vapour phase refining in Bengali, covering its principle, conditions, key industrial examples (Mond process and Van Arkel method), and characteristics.",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/bengali-english/evaluation/claude-sonnet-5__672314dfb8a9/results.md
vapour phase refining,llama-4-maverick,English prompt / Bengali response,English prompt / Bengali response,124,on_topic,"The response directly addresses the requested topic of vapour phase refining (বাষ্পীয় পর্যায় পরিশোধন), discussing its alleged mechanism and industrial applications such as the purification of nickel.",3,1,2,2,2,0,0,"[{'content_unit_id': 'u1', 'content_unit_label': 'Principle and definition of vapour phase refining', 'passage_ids': ['p1'], 'description': 'Describes vapour phase refining as a physical heating process where the metal directly vaporizes and condenses on a cold surface, confusing it with distillation.', 'correction': 'In vapour phase refining, the crude metal is converted into a volatile compound by reacting with an available reagent, and the volatile compound is subsequently decomposed to recover pure metal.', 'severity': 'major'}, {'content_unit_id': 'u2', 'content_unit_label': 'Refining of nickel using carbon monoxide', 'passage_ids': ['p2'], 'description': ""The text states that the refining of nickel via nickel tetracarbonyl is called the Van Arkel process ('এই পদ্ধতিকে ভ্যান-আরকেল পদ্ধতি বলা হয়'). It is actually called the Mond process; the Van Arkel process uses iodine and is applied to metals such as titanium and zirconium."", 'correction': 'The method of refining nickel by forming and decomposing nickel carbonyl is known as the Mond process (মন্ড পদ্ধতি).', 'severity': 'major'}, {'content_unit_id': 'u2', 'content_unit_label': 'Refining of nickel using carbon monoxide', 'passage_ids': ['p2'], 'description': 'Germanium (জার্মেনিয়াম) is listed as being refined by vapour phase refining, whereas high-purity germanium is refined using zone refining (অঞ্চল বিশোধন).', 'correction': 'Germanium should be omitted or replaced with titanium/zirconium, as germanium is purified by zone refining.', 'severity': 'minor'}]",ch-7_vapour_phase_refining/bengali-english/evaluation/llama-4-maverick__438b413ddd2a/results.md
vapour phase refining,gemini-3.8-flash,Bengali prompt / Bengali response,Bengali prompt / Bengali response,477,on_topic,"The response accurately and comprehensively explains vapour phase refining in Bengali, covering its basic principle, the two main steps, standard industrial examples (Mond process and Van Arkel process), essential conditions, and a conceptual analogy.",0,0,0,0,6,0,0,[],ch-7_vapour_phase_refining/bengali-native/evaluation/gemini-3.8-flash__815896e1d899/results.md
vapour phase refining,claude-sonnet-5,English prompt / English response,English prompt / English response,417,on_topic,"The response accurately and comprehensively explains vapour phase refining, including its definition, basic principles, major industrial examples (Mond's process and Van Arkel method), advantages, an explanatory analogy, and a summary table.",0,0,0,0,7,0,0,[],ch-7_vapour_phase_refining/english/evaluation/claude-sonnet-5__5886caa71614/results.md
vapour phase refining,gemini-3.8-flash,English prompt / English response,English prompt / English response,649,on_topic,"The explanation directly and thoroughly covers vapour phase refining, detailing its definition, requirements, two-step mechanism, and the two classic industrial examples (Mond and Van Arkel processes).",0,0,0,0,7,0,0,[],ch-7_vapour_phase_refining/english/evaluation/gemini-3.8-flash__366a02e5a622/results.md
vapour phase refining,gpt-5.6-terra,English prompt / English response,English prompt / English response,275,on_topic,"The response explains vapour phase refining directly, detailing its core principles, general procedural steps, and standard industrial examples (the Mond process and the Van Arkel process).",0,0,0,0,4,0,0,[],ch-7_vapour_phase_refining/english/evaluation/gpt-5.6-terra__7c971b9d9fb3/results.md
vapour phase refining,grok-4.3,English prompt / English response,English prompt / English response,370,on_topic,"The response explains the core principles, steps, standard industrial examples (Mond process and Van Arkel process), and criteria of vapour phase refining.",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/english/evaluation/grok-4.3__1d30d2ec01c6/results.md
vapour phase refining,llama-4-maverick,English prompt / English response,English prompt / English response,315,on_topic,"The entire response accurately explains vapour phase refining, including its definition, working mechanism, notable industrial examples (Mond's process and Van Arkel method), and advantages.",0,0,0,0,6,0,0,[],ch-7_vapour_phase_refining/english/evaluation/llama-4-maverick__f519e0928a19/results.md
alkaline earth metals,grok-4.3,Hindi prompt / Hindi response,Hindi prompt / Hindi response,433,on_topic,"The response is entirely on topic, providing a structured high school explanation of alkaline earth metals covering definition, group members, electronic configurations, physical and chemical properties, comparison to alkali metals, practical uses, and reactivity trends.",0,0,0,0,12,0,0,[],ch-6_alkaline_earth_metals/hindi-native/evaluation/grok-4.3__ac11a85423d0/results.md
alkaline earth metals,claude-sonnet-5,English prompt / Hindi response,English prompt / Hindi response,336,on_topic,"The explanation directly and thoroughly covers alkaline earth metals (Group 2 of the periodic table), discussing their member elements, etymology, electron configuration, physical and chemical properties, representative chemical reactions, daily applications, and a mnemonic trick.",1,1,0,1,16,0,0,"[{'content_unit_id': 'u8', 'content_unit_label': 'Ionization energy trend of alkaline earth metals', 'passage_ids': ['p35'], 'description': ""The passage incorrectly attributes the higher ionization energy of Group 2 metals compared to Group 1 to having to remove two electrons ('2 इलेक्ट्रॉन निकालना ज़्यादा मुश्किल'). Ionization energy refers to the energy required to remove an electron (first ionization energy). Group 2 has a higher first ionization energy than Group 1 due to higher effective nuclear charge, smaller atomic size, and a completely filled ns² subshell, not because two electrons are removed."", 'correction': 'Group 2 की प्रथम आयनन ऊर्जा Group 1 से अधिक होती है क्योंकि इनमें प्रभावी नाभिकीय आवेश (effective nuclear charge) अधिक होता है, परमाणु आकार छोटा होता है और संयोजी कोश ns² पूर्ण भरा होता है।', 'severity': 'minor'}]",ch-6_alkaline_earth_metals/hindi-english/evaluation/claude-sonnet-5__5d3dba5b9cac/results.md
vapour phase refining,gpt-5.6-terra,English prompt / Bengali response,English prompt / Bengali response,300,on_topic,"The response explains the definition, principles, general steps, and two primary real-world industrial examples (Mond process and Van Arkel method) of vapour phase refining in Bengali as requested.",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/bengali-english/evaluation/gpt-5.6-terra__1a94d634796b/results.md
vapour phase refining,gpt-5.6-terra,Bengali prompt / Bengali response,Bengali prompt / Bengali response,401,on_topic,"The response accurately and directly explains vapour phase refining, including its fundamental principles, general steps, specific industrial methods (Mond process and Van Arkel process), importance, and summary.",0,0,0,0,8,0,0,[],ch-7_vapour_phase_refining/bengali-native/evaluation/gpt-5.6-terra__797ca92af0b9/results.md
vapour phase refining,llama-4-maverick,Arabic prompt / Arabic response,Arabic prompt / Arabic response,201,off_topic,"The prompt asks for an explanation of vapour phase refining (a metallurgical refining process, such as the Mond process for nickel or the Van Arkel process for titanium/zirconium, where a metal forms a volatile compound that is subsequently decomposed). Instead, the response describes distillation (separation of substances based on boiling point differences, condensation into liquid, and examples such as petroleum distillation, alcohol production, and water purification).",0,0,0,0,0,0,5,[],ch-7_vapour_phase_refining/arabic-native/evaluation/llama-4-maverick__c372d3b90cb9/results.md
vapour phase refining,grok-4.3,English prompt / French response,English prompt / French response,252,on_topic,"The response explains vapour phase refining accurately, covering the general principle and key industrial examples (Mond process and Van Arkel process).",0,0,0,0,3,0,0,[],ch-7_vapour_phase_refining/french-english/evaluation/grok-4.3__cd91d15d6269/results.md
vapour phase refining,claude-sonnet-5,English prompt / French response,English prompt / French response,309,on_topic,"The response clearly and accurately explains vapour phase refining in French, detailing the core principles, requirements, standard industrial examples (Mond and Van Arkel processes), and advantages.",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/french-english/evaluation/claude-sonnet-5__a916209f7576/results.md
vapour phase refining,llama-4-maverick,Bengali prompt / Bengali response,Bengali prompt / Bengali response,235,off_topic,"The prompt asks for vapour phase refining (a metallurgical purification process such as the Mond or Van Arkel process), but the response incorrectly equates 'বাষ্পীয় দশা বিশোধন' to steam distillation (বাষ্প পাতন) and explains the purification of organic compounds using steam.",0,0,0,0,0,0,6,[],ch-7_vapour_phase_refining/bengali-native/evaluation/llama-4-maverick__80b5616b6974/results.md
vapour phase refining,claude-sonnet-5,Bengali prompt / Bengali response,Bengali prompt / Bengali response,391,on_topic,"The response accurately and comprehensively explains the concept, requirements, and key industrial methods (Mond process and Van Arkel method) of vapour phase refining in high-school level Bengali.",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/bengali-native/evaluation/claude-sonnet-5__ad08f2d0a344/results.md
vapour phase refining,gpt-5.6-terra,Arabic prompt / Arabic response,Arabic prompt / Arabic response,270,off_topic,"The prompt requested an explanation of vapour phase refining (a metallurgical refining method such as the Mond process or Van Arkel method, where a crude metal reacts to form a volatile compound that is subsequently decomposed to yield pure metal). The response misinterprets the term literally as general purification involving the vapor phase, describing physical phase-change separations—specifically sublimation of iodine, camphor, and naphthalene, and distillation of liquids.",0,0,0,0,0,0,11,[],ch-7_vapour_phase_refining/arabic-native/evaluation/gpt-5.6-terra__5a1fcb9450db/results.md
vapour phase refining,grok-4.3,Bengali prompt / Bengali response,Bengali prompt / Bengali response,355,off_topic,"The prompt asked for an explanation of vapour phase refining (বাষ্পীয় দশা বিশোধন), which in chemistry refers to the metallurgical refining process where a metal is converted into a volatile compound and subsequently decomposed (such as the Mond process for nickel or the Van Arkel process for zirconium/titanium). Instead, the response completely confuses this with steam distillation (বাষ্প পাতন), explicitly labelling it 'steam distillation' and explaining the isolation of essential oils using steam.",0,0,0,0,0,0,9,[],ch-7_vapour_phase_refining/bengali-native/evaluation/grok-4.3__cde139037a76/results.md
vapour phase refining,gemini-3.8-flash,English prompt / French response,English prompt / French response,530,on_topic,"The response directly and comprehensively explains vapour phase refining, including its fundamental mechanism, key conditions, and standard industrial examples (the Mond process and the Van Arkel-de Boer process).",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/french-english/evaluation/gemini-3.8-flash__295c010f6a7e/results.md
vapour phase refining,gpt-5.6-terra,English prompt / French response,English prompt / French response,298,on_topic,"The response accurately and directly explains vapour phase refining in French, detailing its general principles, industrial examples (the Mond process and the Van Arkel-de Boer process), advantages, and limitations.",0,0,0,0,6,0,0,[],ch-7_vapour_phase_refining/french-english/evaluation/gpt-5.6-terra__826756148527/results.md
vapour phase refining,grok-4.3,French prompt / French response,French prompt / French response,388,on_topic,"The explanation directly covers the principles, mechanism, and classic industrial example (the Mond process for nickel) of vapour phase refining.",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/french-native/evaluation/grok-4.3__5443b4085158/results.md
vapour phase refining,llama-4-maverick,English prompt / French response,English prompt / French response,333,on_topic,The response explains the principle and general steps of vapour phase refining and illustrates them with the Mond process for purifying nickel.,1,1,0,1,2,0,0,"[{'content_unit_id': 'u1', 'content_unit_label': 'Principles and steps of vapour phase refining', 'passage_ids': ['p4'], 'description': ""The passage asserts that the impure metal is usually converted into a chloride or an iodide ('généralement un chlorure ou un iodure'). In vapour phase refining, which depends on direct thermal decomposition of the volatile compound, carbonyls (e.g., Mond process) and iodides (e.g., Van Arkel–de Boer process) are used. Metal chlorides are generally too thermodynamically stable to decompose thermally into elemental metal at accessible temperatures."", 'correction': 'State that the metal is typically converted into a carbonyl (such as nickel tetracarbonyl) or an iodide (such as zirconium or titanium tetraiodide), rather than a chloride.', 'severity': 'minor'}]",ch-7_vapour_phase_refining/french-english/evaluation/llama-4-maverick__3ab8635a7961/results.md
vapour phase refining,llama-4-maverick,French prompt / French response,French prompt / French response,343,on_topic,"The response directly addresses the requested topic of vapour phase refining, though it incorrectly explains the underlying process by describing physical distillation rather than chemical vapour phase transport.",6,0,6,6,6,0,0,"[{'content_unit_id': 'u1', 'content_unit_label': 'Definition and scope of vapour phase refining', 'passage_ids': ['p3'], 'description': 'The text defines vapour phase refining as a direct distillation method for low-boiling metals like zinc, mercury, and magnesium. In metallurgical chemistry, vapour phase refining refers to converting a metal into a volatile chemical compound with a reagent and decomposing it elsewhere (e.g., Mond process for nickel, Van Arkel process for titanium/zirconium), whereas zinc and mercury are purified by physical distillation.', 'correction': 'Vapour phase refining is a chemical purification method where an impure metal reacts to form a volatile intermediate compound that is subsequently decomposed at higher temperature to yield the pure metal.', 'severity': 'major'}, {'content_unit_id': 'u2', 'content_unit_label': 'Operating principle of the refining method', 'passage_ids': ['p5'], 'description': 'States that vapour phase refining is based purely on differing vapor pressures of elements (direct differential vaporization). This is the principle of distillation refining, not vapour phase refining.', 'correction': 'Vapour phase refining relies on selective chemical reaction of the metal to form an unstable volatile compound followed by its thermal decomposition, rather than simple physical evaporation based on elemental vapor pressure.', 'severity': 'major'}, {'content_unit_id': 'u3', 'content_unit_label': 'Operational steps of the purification process', 'passage_ids': ['p7', 'p8', 'p9', 'p10'], 'description': 'Describes the steps as directly heating the impure metal to boiling, selective vaporization, and condensation. In vapour phase refining, the steps involve reacting the metal with a reagent to form a volatile compound, transporting that vapour, and thermally decomposing it.', 'correction': 'The procedure for vapour phase refining consists of: (1) reacting the impure metal with a suitable reagent at a moderate temperature to form a volatile compound, leaving non-volatile impurities behind; (2) transferring the gaseous compound to another zone; and (3) decomposing the compound at an elevated temperature to deposit the pure metal.', 'severity': 'major'}, {'content_unit_id': 'u4', 'content_unit_label': 'Advantages and suitability of the process', 'passage_ids': ['p13'], 'description': 'Claims that vapour phase refining is particularly useful for metals with a relatively low boiling point. This is true for distillation refining, whereas vapour phase refining is used for high-boiling metals (such as nickel, titanium, and zirconium) that cannot easily be boiled directly.', 'correction': 'Vapour phase refining is primarily used for metals with high melting and boiling points by converting them into low-boiling volatile derivatives, whereas low-boiling metals are purified by direct distillation.', 'severity': 'major'}, {'content_unit_id': 'u5', 'content_unit_label': 'Example of zinc purification', 'passage_ids': ['p15'], 'description': 'Cites heating zinc to vaporization under vacuum and condensing it as an example of vapour phase refining. This is an example of distillation refining.', 'correction': 'Standard examples of vapour phase refining are the Mond process for nickel (formation and decomposition of nickel tetracarbonyl) and the Van Arkel-de Boer method for zirconium or titanium (formation and decomposition of tetraiodides).', 'severity': 'major'}, {'content_unit_id': 'u6', 'content_unit_label': 'Summary of the purification method', 'passage_ids': ['p17'], 'description': 'Concludes that vapour phase refining operates by exploiting differences in vapour pressure of physical materials, reinforcing the confusion with distillation.', 'correction': 'Vapour phase refining operates through reversible chemical reactions forming volatile compounds rather than purely physical vapour pressure differences.', 'severity': 'major'}]",ch-7_vapour_phase_refining/french-native/evaluation/llama-4-maverick__f8113bbab9f0/results.md
vapour phase refining,claude-sonnet-5,English prompt / Hindi response,English prompt / Hindi response,427,on_topic,"The entire response directly and thoroughly explains vapour phase refining in Hindi as requested, detailing its core principles and standard industrial methods (Mond process and Van Arkel method).",0,0,0,0,6,0,0,[],ch-7_vapour_phase_refining/hindi-english/evaluation/claude-sonnet-5__1a43976ebedf/results.md
vapour phase refining,gemini-3.8-flash,French prompt / French response,French prompt / French response,588,on_topic,"The entire response directly and accurately explains vapour phase refining, including its core principles, necessary conditions, the two-stage process, and classic industrial examples (Mond process and Van Arkel-de Boer process).",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/french-native/evaluation/gemini-3.8-flash__487678930ee2/results.md
vapour phase refining,claude-sonnet-5,French prompt / French response,French prompt / French response,364,on_topic,"The explanation directly addresses vapour phase refining in metallurgy, including its general operating principle, the Mond process for nickel, its benefits, and its specific applicability.",0,0,0,0,6,0,0,[],ch-7_vapour_phase_refining/french-native/evaluation/claude-sonnet-5__eacd841d6757/results.md
vapour phase refining,gpt-5.6-terra,French prompt / French response,French prompt / French response,320,on_topic,"The response directly and accurately explains vapour phase refining, including its operating principle, the general steps, and two classic industrial examples (the Mond process and the Van Arkel process).",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/french-native/evaluation/gpt-5.6-terra__06fbe8f3f2dd/results.md
vapour phase refining,claude-sonnet-5,English prompt / Tamil response,English prompt / Tamil response,260,on_topic,"The response explains vapour phase refining in Tamil, including its introduction, two-step principle, essential conditions, two main examples (Mond process and Van Arkel process), and a concluding summary.",2,2,0,2,6,0,0,"[{'content_unit_id': 'u1', 'content_unit_label': 'Introduction and Definition of Vapour Phase Refining', 'passage_ids': ['p3'], 'description': ""The passage asserts that the impure metal is reacted with a 'கனிம வாயுவுடன் (compound)' (inorganic gas/compound), but the reagent can be an elemental halogen like iodine vapour (I₂), not necessarily a compound."", 'correction': 'தூய்மையற்ற உலோகத்தை ஒரு தகுந்த வினைக்காரணியுடன் (reagent) சேர்த்து எளிதில் ஆவியாகக்கூடிய சேர்மமாக மாற்ற வேண்டும் (The metal is reacted with a suitable reagent, which may be an element such as iodine or a compound such as carbon monoxide).', 'severity': 'minor'}, {'content_unit_id': 'u3', 'content_unit_label': 'Prerequisites and Essential Conditions for Vapour Phase Refining', 'passage_ids': ['p11'], 'description': ""The text states 'தூய்மையின்மைகள் (impurities) இந்த சேர்மத்துடன் வினைபுரியக் கூடாது' (impurities should not react with this compound). The actual qualification is that impurities must not react with the added reagent to form volatile species, so they remain unaffected and separate."", 'correction': 'தூய்மையின்மைகள் வினைக்காரணியுடன் (reagent) வினைபுரியக் கூடாது (Impurities should not react with the reagent).', 'severity': 'minor'}]",ch-7_vapour_phase_refining/tamil-english/evaluation/claude-sonnet-5__db8a0442e273/results.md
vapour phase refining,gemini-3.8-flash,English prompt / Tamil response,English prompt / Tamil response,367,on_topic,The entire response directly and accurately explains the principles and major industrial processes (Mond process and Van Arkel method) of vapour phase refining in Tamil.,0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/tamil-english/evaluation/gemini-3.8-flash__1ab235504f9c/results.md
vapour phase refining,gpt-5.6-terra,English prompt / Tamil response,English prompt / Tamil response,245,on_topic,"The response accurately and directly explains vapour phase refining in Tamil, covering the underlying principles, necessary conditions, and the two classic industrial examples (Mond process for Ni and Van Arkel process for Ti/Zr).",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/tamil-english/evaluation/gpt-5.6-terra__7d529b81f6fe/results.md
vapour phase refining,grok-4.3,English prompt / Tamil response,English prompt / Tamil response,178,on_topic,"The explanation covers the definition, principles, step-by-step mechanism, industrial examples (Mond process and van Arkel process), and limitations of vapour phase refining in Tamil.",2,1,1,2,5,0,0,"[{'content_unit_id': 'u1', 'content_unit_label': 'Principle and definition of vapour phase refining', 'passage_ids': ['p2'], 'description': ""The term 'நீராவி கட்ட சுத்திகரிப்பு' mistranslates 'vapour' as 'நீராவி' (steam / water vapour) rather than 'ஆவி' (vapour)."", 'correction': ""It should be termed 'ஆவிக் கட்ட சுத்திகரிப்பு' (Vapour Phase Refining) to avoid confusion with steam."", 'severity': 'minor'}, {'content_unit_id': 'u3', 'content_unit_label': 'Mond process for refining nickel', 'passage_ids': ['p14'], 'description': ""The passage incorrectly states that Ni(CO)4 decomposes at '450–500°C'. The decomposition temperature is 450–470 K (which corresponds to approximately 180–200 °C)."", 'correction': ""Change '450–500°C' to '450–470 K' (or approximately '180–200°C')."", 'severity': 'major'}]",ch-7_vapour_phase_refining/tamil-english/evaluation/grok-4.3__5cedf161b6fc/results.md
vapour phase refining,llama-4-maverick,English prompt / Tamil response,English prompt / Tamil response,169,on_topic,The response explains the principle of vapour phase refining and covers the two major industrial examples: the Mond process for nickel and the Van Arkel process for zirconium and titanium.,0,0,0,0,4,0,0,[],ch-7_vapour_phase_refining/tamil-english/evaluation/llama-4-maverick__f001b6467e58/results.md
vapour phase refining,claude-sonnet-5,Tamil prompt / Tamil response,Tamil prompt / Tamil response,176,off_topic,"The prompt asks for an explanation of vapour phase refining (ஆவி நிலைமை தூய்மையாக்கல்), which in chemistry/metallurgy specifically refers to the chemical method of refining metals by converting them into volatile compounds and thermally decomposing them (e.g., the Mond process for nickel and the Van Arkel process for titanium/zirconium). The response instead explains distillation, fractional distillation, and sublimation based on boiling point differences, citing examples such as crude oil refining and seawater desalination. Because the entire response addresses a completely different physical separation process, it is off-topic.",0,0,0,0,0,0,10,[],ch-7_vapour_phase_refining/tamil-native/evaluation/claude-sonnet-5__a06b016d156f/results.md
vapour phase refining,gemini-3.8-flash,Tamil prompt / Tamil response,Tamil prompt / Tamil response,391,on_topic,"The response accurately and comprehensively explains vapour phase refining in metallurgy, including its general principles and conditions, alongside the standard textbook examples (Mond process and Van Arkel process) and an introductory analogy.",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/tamil-native/evaluation/gemini-3.8-flash__c128eb57dcf1/results.md
vapour phase refining,gpt-5.6-terra,Tamil prompt / Tamil response,Tamil prompt / Tamil response,174,off_topic,"The prompt requested an explanation of vapour phase refining (ஆவி நிலைமை தூய்மையாக்கல்), a metallurgical refining technique such as the Mond process or the Van Arkel method. The response instead completely discusses general distillation of liquids (காய்ச்சி வடித்தல் / Distillation), including boiling point separation, salt water distillation, and condenser apparatus.",0,0,0,0,0,0,9,[],ch-7_vapour_phase_refining/tamil-native/evaluation/gpt-5.6-terra__75c7d0043d3d/results.md
vapour phase refining,grok-4.3,Tamil prompt / Tamil response,Tamil prompt / Tamil response,275,on_topic,"The response clearly and accurately explains vapour phase refining, including its principle, the Mond process for nickel, the Van Arkel process for titanium/zirconium, and the conditions required for this refining method.",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/tamil-native/evaluation/grok-4.3__910d123b6d47/results.md
vapour phase refining,llama-4-maverick,Tamil prompt / Tamil response,Tamil prompt / Tamil response,86,off_topic,"The requested topic is 'vapour phase refining' in Chemistry, which is a metallurgical purification technique in which an impure metal is converted into a volatile compound and then decomposed to yield pure metal (such as the Mond process for nickel or the Van Arkel process for titanium and zirconium). The response instead describes the physical phase changes of water and the simple distillation of salt water, which is completely off-topic.",0,0,0,0,0,0,2,[],ch-7_vapour_phase_refining/tamil-native/evaluation/llama-4-maverick__1b7a57b054f8/results.md
vapour phase refining,gemini-3.8-flash,English prompt / Hindi response,English prompt / Hindi response,544,on_topic,"The entire response thoroughly explains vapour phase refining, covering its definition, underlying principles, the two key industrial examples (Mond process and Van Arkel method), and an explanatory analogy.",0,0,0,0,5,0,0,[],ch-7_vapour_phase_refining/hindi-english/evaluation/gemini-3.8-flash__de3b468a9887/results.md
vapour phase refining,llama-4-maverick,English prompt / Hindi response,English prompt / Hindi response,259,on_topic,"The response explains vapour phase refining in Hindi, including its general concept, purported steps, specific industrial methods (Mond process and Van Arkel process), and its significance.",2,0,2,2,5,0,0,"[{'content_unit_id': 'u1', 'content_unit_label': 'वाष्प प्रावस्था परिष्करण की परिभाषा और सिद्धांत', 'passage_ids': ['p2'], 'description': 'The text describes vapour phase refining as a physical evaporation and condensation process based on differences in boiling points. In metallurgy, vapour phase refining requires reacting the metal with a suitable reagent to form a volatile chemical compound, which is subsequently decomposed at higher temperatures to give pure metal. Simply vaporizing and condensing the metal is distillation (आसवन).', 'correction': 'वाष्प प्रावस्था परिष्करण में धातु को सीधे वाष्पीकृत करके संघनित नहीं किया जाता; बल्कि धातु को किसी अभिकर्मक के साथ क्रिया कराकर एक वाष्पशील यौगिक में बदला जाता है, जिसे बाद में उच्च ताप पर अपघटित करके शुद्ध धातु प्राप्त की जाती है।', 'severity': 'major'}, {'content_unit_id': 'u2', 'content_unit_label': 'वाष्प प्रावस्था परिष्करण के चरण', 'passage_ids': ['p4', 'p5', 'p6'], 'description': 'The listed steps (vaporization, separation of vapours, and condensation into liquid/solid) depict distillation. Vapour phase refining involves: (1) conversion of the impure metal into a volatile compound using a specific reagent, and (2) thermal decomposition of that volatile compound to recover the pure metal.', 'correction': 'वाष्प प्रावस्था परिष्करण के वास्तविक चरण हैं: (1) अशुद्ध धातु की उपयुक्त अभिकर्मक से क्रिया कराकर वाष्पशील यौगिक बनाना, और (2) उस वाष्पशील यौगिक को उच्च ताप पर अपघटित करके शुद्ध धातु प्राप्त करना।', 'severity': 'major'}]",ch-7_vapour_phase_refining/hindi-english/evaluation/llama-4-maverick__4f41f0755b9e/results.md
vapour phase refining,gpt-5.6-terra,English prompt / Hindi response,English prompt / Hindi response,377,on_topic,"The explanation directly addresses vapour phase refining in Hindi, explaining the core principle, general reaction schema, and standard industrial examples (Mond process and Van Arkel process).",0,0,0,0,4,0,0,[],ch-7_vapour_phase_refining/hindi-english/evaluation/gpt-5.6-terra__57580d3f61ea/results.md
vapour phase refining,grok-4.3,English prompt / Hindi response,English prompt / Hindi response,399,on_topic,"The response clearly and accurately explains the principles, procedural steps, prominent industrial examples (Mond process and van Arkel process), and importance of vapour phase refining in Hindi.",0,0,0,0,6,0,0,[],ch-7_vapour_phase_refining/hindi-english/evaluation/grok-4.3__3d371560275e/results.md
