topic,model,condition,language,prompt_type,unit_id,kind,label,word_count,excerpt_count
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,u1,CONCEPT,"Definition, elements, and etymology of alkaline earth metals",51,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,u2,CONCEPT,Electronic configuration and cation formation,26,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,u3,CONCEPT,Chemical reactivity of alkaline earth metals,37,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,u4,CONCEPT,Physical properties of alkaline earth metals,26,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,u5,CONCEPT,Key chemical reactions of alkaline earth metals,24,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,u6,EXAMPLE,Applications of magnesium,15,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,u7,EXAMPLE,Applications of calcium,11,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,u8,EXAMPLE,Medical application of barium,10,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,u9,EXAMPLE,Application of strontium in pyrotechnics,8,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,u10,CAVEAT,Caution regarding the radioactivity of radium,12,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,u11,CONCEPT,Comparison between alkaline earth metals and alkali metals,22,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-english,Arabic,english,u1,CONCEPT,Definition and list of alkaline earth metals,46,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-english,Arabic,english,u2,CONCEPT,Chemical reactivity and group trend of alkaline earth metals,26,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-english,Arabic,english,u3,CONCEPT,Reaction of alkaline earth metals with water,21,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-english,Arabic,english,u4,CONCEPT,Reaction of alkaline earth metals with air,25,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-english,Arabic,english,u5,CONCEPT,Physical properties of alkaline earth metals,19,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-english,Arabic,english,u6,EXAMPLE,Industrial applications of magnesium,14,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-english,Arabic,english,u7,EXAMPLE,Industrial application of calcium,13,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-english,Arabic,english,u8,EXAMPLE,Applications of barium,13,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-english,Arabic,english,u9,EXAMPLE,Applications of strontium,11,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-english,Arabic,english,u10,EXAMPLE,Applications of radium,20,1
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-native,Arabic,native,u1,CONCEPT,"Definition, periodic table group, and member elements of alkaline earth metals",27,1
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-native,Arabic,native,u2,CONCEPT,Etymology and origin of the name alkaline earth metals,29,1
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-native,Arabic,native,u3,CONCEPT,Electronic configuration and formation of divalent cations,28,1
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-native,Arabic,native,u4,CONCEPT,Comparison between alkaline earth metals and alkali metals,34,1
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-native,Arabic,native,u5,CONCEPT,Periodic trends down Group 2,19,1
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-native,Arabic,native,u6,CONCEPT,Reaction of alkaline earth metals with water,30,1
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-native,Arabic,native,u7,EXAMPLE,Reaction of magnesium with oxygen and its applications,20,1
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-native,Arabic,native,u8,EXAMPLE,Practical real-world applications of alkaline earth metals,37,1
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-native,Arabic,native,u9,STUDY_SUPPORT,Recap and explanation of why reactivity increases down Group 2,28,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-native,Arabic,native,u1,CONCEPT,"Identity, periodic table location, and members of the alkaline earth metals group",67,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-native,Arabic,native,u2,CONCEPT,Etymology and origin of the name alkaline earth metals,48,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-native,Arabic,native,u3,CONCEPT,"Electronic configuration, oxidation state, and relative reactivity of Group 2 metals",88,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-native,Arabic,native,u4,CONCEPT,Periodic trends in atomic radius and reactivity down Group 2,65,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-native,Arabic,native,u5,CONCEPT,Flame test colors of alkaline earth metals,35,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-native,Arabic,native,u6,EXAMPLE,Everyday and industrial applications of magnesium,19,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-native,Arabic,native,u7,EXAMPLE,Everyday and biological applications of calcium,11,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-native,Arabic,native,u8,STUDY_SUPPORT,Closing summary of key characteristics of alkaline earth metals,26,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-native,Arabic,native,u9,STUDY_SUPPORT,Practice challenge question on formula prediction for calcium chloride,21,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u1,CONCEPT,Definition and listing of the alkaline earth metals,35,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u2,CONCEPT,Etymology and origin of the name alkaline earth metals,31,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u3,CONCEPT,Electronic configuration and formation of divalent cations,44,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u4,CONCEPT,General physical properties of alkaline earth metals,53,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u5,CONCEPT,Formation of divalent ionic compounds illustrated by magnesium chloride,28,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u6,CONCEPT,Reaction of alkaline earth metals with oxygen,31,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u7,CONCEPT,Reactivity trend and reactions of Group 2 metals with water,61,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u8,CONCEPT,Reaction of alkaline earth metals with acids,15,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u9,CONCEPT,Periodic trend in chemical reactivity and its cause,48,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u10,CONCEPT,Comparison between alkali metals and alkaline earth metals,44,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u11,EXAMPLE,Practical applications of magnesium,25,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u12,EXAMPLE,Practical occurrences and applications of calcium,23,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u13,EXAMPLE,Practical applications of barium,29,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u14,EXAMPLE,Practical applications of strontium,10,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u15,CAVEAT,Anomalous behavior of beryllium in Group 2,38,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,u16,STUDY_SUPPORT,Summary recap of alkaline earth metal properties,37,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,u1,CONCEPT,"Definition, member elements, and origin of the name of alkaline earth metals",58,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,u2,CONCEPT,General physical properties and electronic configuration of alkaline earth metals,44,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,u3,CONCEPT,Chemical properties and characteristic reactions of alkaline earth metals,74,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,u4,CONCEPT,Periodic trends down Group 2,27,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,u5,CAVEAT,Anomalous behavior and properties of beryllium,20,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,u6,EXAMPLE,Applications of magnesium,15,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,u7,EXAMPLE,Applications and biological importance of calcium,11,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,u8,EXAMPLE,Application of barium in medical imaging,12,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,u9,EXAMPLE,Application of strontium in pyrotechnics,9,1
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,u10,STUDY_SUPPORT,Recap summary of alkaline earth metals,37,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-native,Arabic,native,u1,CONCEPT,"Definition, member elements, and general physical properties of alkaline earth metals",47,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-native,Arabic,native,u2,CONCEPT,Electronic configuration and formation of +2 cations,26,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-native,Arabic,native,u3,CONCEPT,Chemical reactivity of alkaline earth metals compared to alkali metals,23,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-native,Arabic,native,u4,CONCEPT,Reaction of alkaline earth metals with water,26,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-native,Arabic,native,u5,CONCEPT,Reaction of alkaline earth metals with air/oxygen,24,1
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-native,Arabic,native,u6,EXAMPLE,Applications of magnesium in lightweight alloys,21,2
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-native,Arabic,native,u7,EXAMPLE,Applications of calcium in steel manufacturing,19,2
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-native,Arabic,native,u8,EXAMPLE,Applications of barium in medical imaging,37,2
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,u1,CONCEPT,"Definition, members, and naming rationale of alkaline earth metals",66,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,u2,CONCEPT,General valence shell electron configuration,19,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,u3,CONCEPT,Metallic physical properties,18,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,u4,CONCEPT,Valency and divalent cation formation,25,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,u5,CONCEPT,Periodic trend in reactivity down the group,27,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,u6,CONCEPT,Reaction of alkaline earth metals with water,32,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,u7,CONCEPT,Reaction of alkaline earth metals with oxygen,13,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,u8,CONCEPT,Melting and boiling points compared to alkali metals,23,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,u9,EXAMPLE,Applications and everyday uses of alkaline earth metals,27,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,u10,STUDY_SUPPORT,Mnemonic for remembering group 2 elements,12,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,u11,STUDY_SUPPORT,Summary recap of core concepts,29,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,u1,CONCEPT,Definition and constituent elements of alkaline earth metals in Group 2,79,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,u2,CONCEPT,Origin and etymology of the name 'alkaline earth metals',97,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,u3,CONCEPT,"Electron configuration, valency, and cation formation of Group 2 metals",45,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,u4,CONCEPT,Physical properties of alkaline earth metals compared to Group 1,38,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,u5,CONCEPT,Chemical reactivity trends and reaction with oxygen,55,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,u6,EXAMPLE,Combustion of magnesium ribbon in air,16,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,u7,EXAMPLE,Everyday and industrial applications of calcium,18,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,u8,EXAMPLE,Biological and pyrotechnic applications of magnesium,23,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,u9,EXAMPLE,Medical use of barium in gastrointestinal imaging,16,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,u10,EXAMPLE,Pyrotechnic use of strontium in red fireworks,11,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,u11,STUDY_SUPPORT,Quick recap of key alkaline earth metal features,25,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u1,CONCEPT,Definition and members of alkaline earth metals,35,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u2,CONCEPT,Etymology and origin of the name alkaline earth metals,38,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u3,CONCEPT,Electronic configuration and valence state of Group 2 elements,44,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u4,CONCEPT,General physical properties and atomic radius trend,43,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u5,CONCEPT,Reaction of alkaline earth metals with oxygen,23,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u6,CONCEPT,Reaction of alkaline earth metals with water and reactivity trend,52,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u7,CONCEPT,Reaction of alkaline earth metals with dilute acid,21,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u8,CONCEPT,Reaction of alkaline earth metals with halogens,18,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u9,EXAMPLE,Calcium carbonate properties and thermal decomposition,22,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u10,EXAMPLE,Calcium oxide and its slaking reaction,13,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u11,EXAMPLE,Calcium hydroxide and its practical applications,21,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u12,EXAMPLE,Magnesium sulfate (Epsom salt),14,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u13,CONCEPT,Flame test behavior of alkaline earth metals,31,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u14,EXAMPLE,Everyday and industrial applications of alkaline earth metals,43,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u15,CONCEPT,Comparison between alkali metals and alkaline earth metals,34,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,u16,STUDY_SUPPORT,Summary takeaway formula for alkaline earth metals,15,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,u1,CONCEPT,Definition and etymology of alkaline earth metals,33,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,u2,CONCEPT,List of Group 2 elements and radioactivity of radium,22,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,u3,CONCEPT,Electronic configuration and cation formation of alkaline earth metals,42,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,u4,CONCEPT,Physical properties of alkaline earth metals,42,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,u5,CONCEPT,Reaction of alkaline earth metals with water and acids,34,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,u6,CONCEPT,Reaction of alkaline earth metals with air and their storage,17,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,u7,CONCEPT,Flame test colors of alkaline earth metals,15,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,u8,CAVEAT,Amphoteric behavior of beryllium oxide as an exception,18,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,u9,EXAMPLE,Applications of magnesium,8,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,u10,EXAMPLE,Applications of calcium,8,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,u11,EXAMPLE,Application of barium in medical imaging,5,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,u12,EXAMPLE,Application of strontium in pyrotechnics,5,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,u13,CONCEPT,Comparison between alkali metals and alkaline earth metals,29,1
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-english,Bengali,english,u1,CONCEPT,"Definition, constituent elements, and etymology of alkaline earth metals",52,1
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-english,Bengali,english,u2,CONCEPT,General physical and chemical properties of alkaline earth metals,92,1
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-english,Bengali,english,u3,EXAMPLE,Industrial applications of magnesium and calcium in automobiles and construction,15,1
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-english,Bengali,english,u4,EXAMPLE,Application of beryllium in nuclear reactors,6,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-native,Bengali,native,u1,CONCEPT,"Definition, constituent elements, and naming origin of alkaline earth metals",58,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-native,Bengali,native,u2,CONCEPT,Valence electron configuration and dipositive cation formation,34,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-native,Bengali,native,u3,CONCEPT,General physical and chemical properties of alkaline earth metals,102,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-native,Bengali,native,u4,EXAMPLE,Biological role of calcium in bones and milk,11,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-native,Bengali,native,u5,EXAMPLE,Role of magnesium in chlorophyll and photosynthesis,8,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-native,Bengali,native,u6,EXAMPLE,Medical use of barium in X-ray imaging,6,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-native,Bengali,native,u7,STUDY_SUPPORT,Mnemonic for remembering the sequence of Group 2 elements,12,1
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-native,Bengali,native,u8,STUDY_SUPPORT,Recap summary of alkaline earth metals,20,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-native,Bengali,native,u1,CONCEPT,Definition and list of Group 2 alkaline earth metal elements,58,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-native,Bengali,native,u2,STUDY_SUPPORT,Mnemonic to remember the alkaline earth metal elements,30,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-native,Bengali,native,u3,CONCEPT,Etymology and origin of the term alkaline earth metals,74,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-native,Bengali,native,u4,CONCEPT,General physical and chemical properties of alkaline earth metals,97,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-native,Bengali,native,u5,EXAMPLE,Everyday occurrences and uses of calcium,23,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-native,Bengali,native,u6,EXAMPLE,Occurrences and uses of magnesium in nature and fireworks,28,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-native,Bengali,native,u7,EXAMPLE,Properties and applications of radium,20,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-native,Bengali,native,u8,STUDY_SUPPORT,Summary recap of alkaline earth metals,29,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u1,CONCEPT,Definition and members of alkaline earth metals,28,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u2,CAVEAT,Radium radioactivity qualification,12,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u3,CONCEPT,Origin and meaning of the name alkaline earth metals,46,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u4,CONCEPT,Electronic configuration and divalency,39,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u5,CONCEPT,Metallic properties and divalency of Group 2 elements,28,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u6,CONCEPT,Reactivity trend down Group 2,29,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u7,CONCEPT,Natural occurrence of alkaline earth metals as compounds,32,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u8,CONCEPT,Reaction of alkaline earth metals with oxygen,32,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u9,CONCEPT,Reaction trend of Group 2 metals with water,58,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u10,EXAMPLE,Calcium oxide and its applications,17,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u11,EXAMPLE,Calcium hydroxide and its applications,20,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u12,EXAMPLE,Calcium carbonate occurrences,10,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u13,EXAMPLE,Biological importance of magnesium,16,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u14,EXAMPLE,Medical use of barium sulfate,16,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u15,CONCEPT,Flame test colors of alkaline earth metals,34,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u16,CONCEPT,Comparison between alkali metals and alkaline earth metals,37,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,u17,STUDY_SUPPORT,Mnemonic to remember Group 2 elements,32,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-native,Bengali,native,u1,CONCEPT,"Definition, nomenclature, and member elements of alkaline earth metals",71,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-native,Bengali,native,u2,CONCEPT,Valence electronic configuration and divalent cation formation,36,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-native,Bengali,native,u3,CONCEPT,Physical and chemical properties of alkaline earth metals,77,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-native,Bengali,native,u4,CONCEPT,Periodic trends down Group 2,29,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-native,Bengali,native,u5,EXAMPLE,Applications of magnesium,12,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-native,Bengali,native,u6,EXAMPLE,Applications of calcium,9,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-native,Bengali,native,u7,EXAMPLE,Application of barium in medical radiography,7,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-native,Bengali,native,u8,EXAMPLE,Claimed application of calcium and magnesium in water softening,8,1
ch-6_alkaline_earth_metals,grok-4.3,bengali-native,Bengali,native,u9,STUDY_SUPPORT,Summary tips comparing Group 1 and Group 2 metals,24,1
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-native,Bengali,native,u1,CONCEPT,Definition of alkaline earth metals and group membership,44,1
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-native,Bengali,native,u2,CONCEPT,Etymology and origin of the name alkaline earth metals,38,1
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-native,Bengali,native,u3,CONCEPT,General physical and chemical periodic properties of alkaline earth metals,139,1
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-native,Bengali,native,u4,EXAMPLE,Applications of magnesium,46,1
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-native,Bengali,native,u5,EXAMPLE,Applications of calcium,30,1
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-native,Bengali,native,u6,EXAMPLE,Applications of beryllium,27,1
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-native,Bengali,native,u7,EXAMPLE,Applications of strontium,15,1
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-native,Bengali,native,u8,EXAMPLE,Applications of barium,19,1
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-native,Bengali,native,u9,EXAMPLE,Applications of radium,10,1
ch-6_alkaline_earth_metals,claude-sonnet-5,english,English,english,u1,CONCEPT,Definition and members of alkaline earth metals,30,1
ch-6_alkaline_earth_metals,claude-sonnet-5,english,English,english,u2,CONCEPT,Origin and meaning of the name alkaline earth,38,1
ch-6_alkaline_earth_metals,claude-sonnet-5,english,English,english,u3,CONCEPT,Key physical and chemical properties and trends of alkaline earth metals,121,1
ch-6_alkaline_earth_metals,claude-sonnet-5,english,English,english,u4,EXAMPLE,Real-world occurrences and applications of alkaline earth metals,39,1
ch-6_alkaline_earth_metals,claude-sonnet-5,english,English,english,u5,ANALOGY,Analogy comparing electron donation in Group 2 vs Group 1 to giving away items to make friends,41,1
ch-6_alkaline_earth_metals,claude-sonnet-5,english,English,english,u6,STUDY_SUPPORT,Practice question on predicting relative reactivity of calcium and barium with water,23,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,u1,ANALOGY,Alkaline earth metals compared to calmer siblings of alkali metals,19,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,u2,CONCEPT,Periodic table location and member elements of Group 2,60,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,u3,CONCEPT,Origin and etymology of the name 'Alkaline Earth',75,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,u4,CONCEPT,"Valence electrons, cation formation, and natural occurrence",125,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,u5,CONCEPT,General physical properties and flame test colors of Group 2 metals,53,2
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,u6,CONCEPT,Periodic trend in reactivity down Group 2,50,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,u7,EXAMPLE,Biological and everyday applications of calcium,16,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,u8,EXAMPLE,Biological role and structural applications of magnesium,30,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,u9,EXAMPLE,Pyrotechnic applications of strontium and barium in fireworks,30,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,u10,EXAMPLE,Historical use and radioactive properties of radium,31,1
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,u11,STUDY_SUPPORT,Summary checklist of Group 2 properties and applications,35,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,english,English,english,u1,CONCEPT,Definition and members of the alkaline earth metals (Group 2),57,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,english,English,english,u2,CONCEPT,Origin of the name alkaline earth metals,49,1
ch-6_alkaline_earth_metals,gpt-5.6-terra,english,English,english,u3,CONCEPT,Outer-shell electron configuration and formation of 2+ cations,51,1
