topic,model,condition,language,prompt_type,category,unit_count,mean_unit_words
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,EXAMPLE,5,36.2
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,ANALOGY,2,30.5
ch-4_redox_reactions,gemini-3.8-flash,hindi-native,Hindi,native,STUDY_SUPPORT,3,22.666666666666668
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,ALL,15,34.13333333333333
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,CONCEPT,5,42.4
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,EXAMPLE,8,25.75
ch-4_redox_reactions,gpt-5.6-terra,hindi-native,Hindi,native,STUDY_SUPPORT,2,47
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,ALL,11,26.545454545454547
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,CONCEPT,4,38
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,EXAMPLE,6,20.166666666666668
ch-4_redox_reactions,grok-4.3,hindi-native,Hindi,native,STUDY_SUPPORT,1,19
ch-4_redox_reactions,llama-4-maverick,hindi-native,Hindi,native,ALL,4,53
ch-4_redox_reactions,llama-4-maverick,hindi-native,Hindi,native,CONCEPT,2,59.5
ch-4_redox_reactions,llama-4-maverick,hindi-native,Hindi,native,EXAMPLE,1,47
ch-4_redox_reactions,llama-4-maverick,hindi-native,Hindi,native,STUDY_SUPPORT,1,46
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,ALL,13,21.23076923076923
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,CONCEPT,4,28.75
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,EXAMPLE,5,17.2
ch-4_redox_reactions,claude-sonnet-5,tamil-english,Tamil,english,STUDY_SUPPORT,4,18.75
ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,english,ALL,9,27.22222222222222
ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,english,CONCEPT,2,35.5
ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,english,EXAMPLE,4,29.75
ch-4_redox_reactions,gemini-3.8-flash,tamil-english,Tamil,english,STUDY_SUPPORT,3,18.333333333333332
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,ALL,14,26.214285714285715
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,CONCEPT,4,38.5
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,EXAMPLE,8,20.625
ch-4_redox_reactions,gpt-5.6-terra,tamil-english,Tamil,english,STUDY_SUPPORT,2,24
ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,english,ALL,9,20.333333333333332
ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,english,CONCEPT,3,31
ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,english,EXAMPLE,5,15.6
ch-4_redox_reactions,grok-4.3,tamil-english,Tamil,english,STUDY_SUPPORT,1,12
ch-4_redox_reactions,llama-4-maverick,tamil-english,Tamil,english,ALL,7,30
ch-4_redox_reactions,llama-4-maverick,tamil-english,Tamil,english,CONCEPT,3,32
ch-4_redox_reactions,llama-4-maverick,tamil-english,Tamil,english,EXAMPLE,3,34.666666666666664
ch-4_redox_reactions,llama-4-maverick,tamil-english,Tamil,english,STUDY_SUPPORT,1,10
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,ALL,13,14.384615384615385
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,CONCEPT,5,13.6
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,EXAMPLE,6,13.333333333333334
ch-4_redox_reactions,claude-sonnet-5,tamil-native,Tamil,native,STUDY_SUPPORT,2,19.5
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,ALL,10,21
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,CONCEPT,2,40
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,EXAMPLE,5,10
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,ANALOGY,1,28
ch-4_redox_reactions,gemini-3.8-flash,tamil-native,Tamil,native,STUDY_SUPPORT,2,26
ch-4_redox_reactions,gpt-5.6-terra,tamil-native,Tamil,native,ALL,11,34.45454545454545
ch-4_redox_reactions,gpt-5.6-terra,tamil-native,Tamil,native,CONCEPT,4,43.5
ch-4_redox_reactions,gpt-5.6-terra,tamil-native,Tamil,native,EXAMPLE,5,30
ch-4_redox_reactions,gpt-5.6-terra,tamil-native,Tamil,native,STUDY_SUPPORT,2,27.5
ch-4_redox_reactions,grok-4.3,tamil-native,Tamil,native,ALL,8,24
ch-4_redox_reactions,grok-4.3,tamil-native,Tamil,native,CONCEPT,2,29.5
ch-4_redox_reactions,grok-4.3,tamil-native,Tamil,native,EXAMPLE,3,30.333333333333332
ch-4_redox_reactions,grok-4.3,tamil-native,Tamil,native,STUDY_SUPPORT,3,14
ch-4_redox_reactions,llama-4-maverick,tamil-native,Tamil,native,ALL,4,21.25
ch-4_redox_reactions,llama-4-maverick,tamil-native,Tamil,native,CONCEPT,2,27
ch-4_redox_reactions,llama-4-maverick,tamil-native,Tamil,native,EXAMPLE,2,15.5
ch-5_covalent_radius,claude-sonnet-5,arabic-english,Arabic,english,ALL,6,32.5
ch-5_covalent_radius,claude-sonnet-5,arabic-english,Arabic,english,CONCEPT,4,38
ch-5_covalent_radius,claude-sonnet-5,arabic-english,Arabic,english,EXAMPLE,1,20
ch-5_covalent_radius,claude-sonnet-5,arabic-english,Arabic,english,STUDY_SUPPORT,1,23
ch-5_covalent_radius,gemini-3.8-flash,arabic-english,Arabic,english,ALL,4,67
ch-5_covalent_radius,gemini-3.8-flash,arabic-english,Arabic,english,CONCEPT,3,80.33333333333333
ch-5_covalent_radius,gemini-3.8-flash,arabic-english,Arabic,english,ANALOGY,1,27
ch-5_covalent_radius,gpt-5.6-terra,arabic-english,Arabic,english,ALL,6,33.833333333333336
ch-5_covalent_radius,gpt-5.6-terra,arabic-english,Arabic,english,CONCEPT,3,40.333333333333336
ch-5_covalent_radius,gpt-5.6-terra,arabic-english,Arabic,english,EXAMPLE,1,35
ch-5_covalent_radius,gpt-5.6-terra,arabic-english,Arabic,english,STUDY_SUPPORT,1,12
ch-5_covalent_radius,gpt-5.6-terra,arabic-english,Arabic,english,CAVEAT,1,35
ch-5_covalent_radius,grok-4.3,arabic-english,Arabic,english,ALL,4,19.25
ch-5_covalent_radius,grok-4.3,arabic-english,Arabic,english,CONCEPT,3,19.666666666666668
ch-5_covalent_radius,grok-4.3,arabic-english,Arabic,english,EXAMPLE,1,18
ch-5_covalent_radius,llama-4-maverick,arabic-english,Arabic,english,ALL,4,39.5
ch-5_covalent_radius,llama-4-maverick,arabic-english,Arabic,english,CONCEPT,3,44
ch-5_covalent_radius,llama-4-maverick,arabic-english,Arabic,english,EXAMPLE,1,26
ch-5_covalent_radius,claude-sonnet-5,arabic-native,Arabic,native,ALL,5,32.8
ch-5_covalent_radius,claude-sonnet-5,arabic-native,Arabic,native,CONCEPT,3,39.666666666666664
ch-5_covalent_radius,claude-sonnet-5,arabic-native,Arabic,native,EXAMPLE,1,19
ch-5_covalent_radius,claude-sonnet-5,arabic-native,Arabic,native,CAVEAT,1,26
ch-5_covalent_radius,gemini-3.8-flash,arabic-native,Arabic,native,ALL,5,59.6
ch-5_covalent_radius,gemini-3.8-flash,arabic-native,Arabic,native,CONCEPT,3,77
ch-5_covalent_radius,gemini-3.8-flash,arabic-native,Arabic,native,EXAMPLE,1,37
ch-5_covalent_radius,gemini-3.8-flash,arabic-native,Arabic,native,STUDY_SUPPORT,1,30
ch-5_covalent_radius,gpt-5.6-terra,arabic-native,Arabic,native,ALL,6,37
ch-5_covalent_radius,gpt-5.6-terra,arabic-native,Arabic,native,CONCEPT,3,47
ch-5_covalent_radius,gpt-5.6-terra,arabic-native,Arabic,native,EXAMPLE,1,27
ch-5_covalent_radius,gpt-5.6-terra,arabic-native,Arabic,native,STUDY_SUPPORT,1,17
ch-5_covalent_radius,gpt-5.6-terra,arabic-native,Arabic,native,CAVEAT,1,37
ch-5_covalent_radius,grok-4.3,arabic-native,Arabic,native,ALL,5,38.6
ch-5_covalent_radius,grok-4.3,arabic-native,Arabic,native,CONCEPT,3,48.666666666666664
ch-5_covalent_radius,grok-4.3,arabic-native,Arabic,native,EXAMPLE,1,23
ch-5_covalent_radius,grok-4.3,arabic-native,Arabic,native,CAVEAT,1,24
ch-5_covalent_radius,llama-4-maverick,arabic-native,Arabic,native,ALL,1,52
ch-5_covalent_radius,llama-4-maverick,arabic-native,Arabic,native,CONCEPT,1,52
ch-5_covalent_radius,claude-sonnet-5,bengali-english,Bengali,english,ALL,6,30.166666666666668
ch-5_covalent_radius,claude-sonnet-5,bengali-english,Bengali,english,CONCEPT,2,42
ch-5_covalent_radius,claude-sonnet-5,bengali-english,Bengali,english,EXAMPLE,2,16.5
ch-5_covalent_radius,claude-sonnet-5,bengali-english,Bengali,english,ANALOGY,1,48
ch-5_covalent_radius,claude-sonnet-5,bengali-english,Bengali,english,STUDY_SUPPORT,1,16
ch-5_covalent_radius,gemini-3.8-flash,bengali-english,Bengali,english,ALL,5,59.8
ch-5_covalent_radius,gemini-3.8-flash,bengali-english,Bengali,english,CONCEPT,2,90
ch-5_covalent_radius,gemini-3.8-flash,bengali-english,Bengali,english,EXAMPLE,1,27
ch-5_covalent_radius,gemini-3.8-flash,bengali-english,Bengali,english,ANALOGY,1,64
ch-5_covalent_radius,gemini-3.8-flash,bengali-english,Bengali,english,CAVEAT,1,28
ch-5_covalent_radius,gpt-5.6-terra,bengali-english,Bengali,english,ALL,6,38.5
ch-5_covalent_radius,gpt-5.6-terra,bengali-english,Bengali,english,CONCEPT,4,47
ch-5_covalent_radius,gpt-5.6-terra,bengali-english,Bengali,english,EXAMPLE,1,30
ch-5_covalent_radius,gpt-5.6-terra,bengali-english,Bengali,english,STUDY_SUPPORT,1,13
ch-5_covalent_radius,grok-4.3,bengali-english,Bengali,english,ALL,4,33
ch-5_covalent_radius,grok-4.3,bengali-english,Bengali,english,CONCEPT,2,35.5
ch-5_covalent_radius,grok-4.3,bengali-english,Bengali,english,EXAMPLE,1,46
ch-5_covalent_radius,grok-4.3,bengali-english,Bengali,english,STUDY_SUPPORT,1,15
ch-5_covalent_radius,llama-4-maverick,bengali-english,Bengali,english,ALL,7,53.42857142857143
ch-5_covalent_radius,llama-4-maverick,bengali-english,Bengali,english,CONCEPT,3,71
ch-5_covalent_radius,llama-4-maverick,bengali-english,Bengali,english,EXAMPLE,3,34.333333333333336
ch-5_covalent_radius,llama-4-maverick,bengali-english,Bengali,english,CAVEAT,1,58
ch-5_covalent_radius,claude-sonnet-5,bengali-native,Bengali,native,ALL,6,26.833333333333332
ch-5_covalent_radius,claude-sonnet-5,bengali-native,Bengali,native,CONCEPT,3,28.333333333333332
ch-5_covalent_radius,claude-sonnet-5,bengali-native,Bengali,native,EXAMPLE,1,35
ch-5_covalent_radius,claude-sonnet-5,bengali-native,Bengali,native,STUDY_SUPPORT,1,10
ch-5_covalent_radius,claude-sonnet-5,bengali-native,Bengali,native,CAVEAT,1,31
ch-5_covalent_radius,gemini-3.8-flash,bengali-native,Bengali,native,ALL,6,66.16666666666667
ch-5_covalent_radius,gemini-3.8-flash,bengali-native,Bengali,native,CONCEPT,3,66
ch-5_covalent_radius,gemini-3.8-flash,bengali-native,Bengali,native,EXAMPLE,1,68
ch-5_covalent_radius,gemini-3.8-flash,bengali-native,Bengali,native,ANALOGY,1,104
ch-5_covalent_radius,gemini-3.8-flash,bengali-native,Bengali,native,STUDY_SUPPORT,1,27
ch-5_covalent_radius,gpt-5.6-terra,bengali-native,Bengali,native,ALL,6,38.333333333333336
ch-5_covalent_radius,gpt-5.6-terra,bengali-native,Bengali,native,CONCEPT,4,37.5
ch-5_covalent_radius,gpt-5.6-terra,bengali-native,Bengali,native,EXAMPLE,1,46
ch-5_covalent_radius,gpt-5.6-terra,bengali-native,Bengali,native,STUDY_SUPPORT,1,34
ch-5_covalent_radius,grok-4.3,bengali-native,Bengali,native,ALL,6,36
ch-5_covalent_radius,grok-4.3,bengali-native,Bengali,native,CONCEPT,3,48.666666666666664
ch-5_covalent_radius,grok-4.3,bengali-native,Bengali,native,EXAMPLE,2,26
ch-5_covalent_radius,grok-4.3,bengali-native,Bengali,native,STUDY_SUPPORT,1,18
ch-5_covalent_radius,llama-4-maverick,bengali-native,Bengali,native,ALL,3,37
ch-5_covalent_radius,llama-4-maverick,bengali-native,Bengali,native,CONCEPT,1,51
ch-5_covalent_radius,llama-4-maverick,bengali-native,Bengali,native,EXAMPLE,2,30
ch-5_covalent_radius,claude-sonnet-5,english,English,english,ALL,6,43.5
ch-5_covalent_radius,claude-sonnet-5,english,English,english,CONCEPT,3,43
ch-5_covalent_radius,claude-sonnet-5,english,English,english,EXAMPLE,1,59
ch-5_covalent_radius,claude-sonnet-5,english,English,english,STUDY_SUPPORT,2,36.5
ch-5_covalent_radius,gemini-3.8-flash,english,English,english,ALL,5,89.4
ch-5_covalent_radius,gemini-3.8-flash,english,English,english,CONCEPT,3,103
ch-5_covalent_radius,gemini-3.8-flash,english,English,english,EXAMPLE,1,84
ch-5_covalent_radius,gemini-3.8-flash,english,English,english,STUDY_SUPPORT,1,54
ch-5_covalent_radius,gpt-5.6-terra,english,English,english,ALL,5,52.6
ch-5_covalent_radius,gpt-5.6-terra,english,English,english,CONCEPT,2,69.5
ch-5_covalent_radius,gpt-5.6-terra,english,English,english,EXAMPLE,1,47
ch-5_covalent_radius,gpt-5.6-terra,english,English,english,STUDY_SUPPORT,1,17
ch-5_covalent_radius,gpt-5.6-terra,english,English,english,CAVEAT,1,60
ch-5_covalent_radius,grok-4.3,english,English,english,ALL,6,44.5
ch-5_covalent_radius,grok-4.3,english,English,english,CONCEPT,2,88
ch-5_covalent_radius,grok-4.3,english,English,english,EXAMPLE,3,17.333333333333332
ch-5_covalent_radius,grok-4.3,english,English,english,STUDY_SUPPORT,1,39
ch-5_covalent_radius,llama-4-maverick,english,English,english,ALL,5,64.2
ch-5_covalent_radius,llama-4-maverick,english,English,english,CONCEPT,2,80
ch-5_covalent_radius,llama-4-maverick,english,English,english,EXAMPLE,2,58
ch-5_covalent_radius,llama-4-maverick,english,English,english,STUDY_SUPPORT,1,45
ch-5_covalent_radius,claude-sonnet-5,french-english,French,english,ALL,6,30.5
ch-5_covalent_radius,claude-sonnet-5,french-english,French,english,CONCEPT,3,37.333333333333336
ch-5_covalent_radius,claude-sonnet-5,french-english,French,english,EXAMPLE,1,29
ch-5_covalent_radius,claude-sonnet-5,french-english,French,english,ANALOGY,1,31
ch-5_covalent_radius,claude-sonnet-5,french-english,French,english,STUDY_SUPPORT,1,11
ch-5_covalent_radius,gemini-3.8-flash,french-english,French,english,ALL,6,68.16666666666667
ch-5_covalent_radius,gemini-3.8-flash,french-english,French,english,CONCEPT,4,71.25
ch-5_covalent_radius,gemini-3.8-flash,french-english,French,english,EXAMPLE,1,66
ch-5_covalent_radius,gemini-3.8-flash,french-english,French,english,STUDY_SUPPORT,1,58
ch-5_covalent_radius,gpt-5.6-terra,french-english,French,english,ALL,6,41.333333333333336
ch-5_covalent_radius,gpt-5.6-terra,french-english,French,english,CONCEPT,3,54.666666666666664
ch-5_covalent_radius,gpt-5.6-terra,french-english,French,english,EXAMPLE,2,25
ch-5_covalent_radius,gpt-5.6-terra,french-english,French,english,CAVEAT,1,34
ch-5_covalent_radius,grok-4.3,french-english,French,english,ALL,5,46.8
ch-5_covalent_radius,grok-4.3,french-english,French,english,CONCEPT,4,48
ch-5_covalent_radius,grok-4.3,french-english,French,english,EXAMPLE,1,42
ch-5_covalent_radius,llama-4-maverick,french-english,French,english,ALL,6,52.833333333333336
ch-5_covalent_radius,llama-4-maverick,french-english,French,english,CONCEPT,3,73
ch-5_covalent_radius,llama-4-maverick,french-english,French,english,EXAMPLE,2,37
ch-5_covalent_radius,llama-4-maverick,french-english,French,english,STUDY_SUPPORT,1,24
ch-5_covalent_radius,claude-sonnet-5,french-native,French,native,ALL,7,35
ch-5_covalent_radius,claude-sonnet-5,french-native,French,native,CONCEPT,2,43.5
ch-5_covalent_radius,claude-sonnet-5,french-native,French,native,EXAMPLE,2,22
ch-5_covalent_radius,claude-sonnet-5,french-native,French,native,ANALOGY,1,30
ch-5_covalent_radius,claude-sonnet-5,french-native,French,native,PROCEDURE,1,47
ch-5_covalent_radius,claude-sonnet-5,french-native,French,native,CAVEAT,1,37
ch-5_covalent_radius,gemini-3.8-flash,french-native,French,native,ALL,5,79.2
ch-5_covalent_radius,gemini-3.8-flash,french-native,French,native,CONCEPT,3,98.33333333333333
ch-5_covalent_radius,gemini-3.8-flash,french-native,French,native,ANALOGY,1,41
ch-5_covalent_radius,gemini-3.8-flash,french-native,French,native,STUDY_SUPPORT,1,60
ch-5_covalent_radius,gpt-5.6-terra,french-native,French,native,ALL,5,64.6
ch-5_covalent_radius,gpt-5.6-terra,french-native,French,native,CONCEPT,2,88.5
ch-5_covalent_radius,gpt-5.6-terra,french-native,French,native,EXAMPLE,1,55
ch-5_covalent_radius,gpt-5.6-terra,french-native,French,native,STUDY_SUPPORT,1,35
ch-5_covalent_radius,gpt-5.6-terra,french-native,French,native,CAVEAT,1,56
ch-5_covalent_radius,grok-4.3,french-native,French,native,ALL,6,53.5
ch-5_covalent_radius,grok-4.3,french-native,French,native,CONCEPT,4,53.5
ch-5_covalent_radius,grok-4.3,french-native,French,native,EXAMPLE,1,57
ch-5_covalent_radius,grok-4.3,french-native,French,native,CAVEAT,1,50
ch-5_covalent_radius,llama-4-maverick,french-native,French,native,ALL,5,58.8
ch-5_covalent_radius,llama-4-maverick,french-native,French,native,CONCEPT,2,73
ch-5_covalent_radius,llama-4-maverick,french-native,French,native,EXAMPLE,1,46
ch-5_covalent_radius,llama-4-maverick,french-native,French,native,PROCEDURE,1,41
ch-5_covalent_radius,llama-4-maverick,french-native,French,native,STUDY_SUPPORT,1,61
ch-5_covalent_radius,claude-sonnet-5,hindi-english,Hindi,english,ALL,6,38.166666666666664
ch-5_covalent_radius,claude-sonnet-5,hindi-english,Hindi,english,CONCEPT,3,47.333333333333336
ch-5_covalent_radius,claude-sonnet-5,hindi-english,Hindi,english,EXAMPLE,2,32.5
ch-5_covalent_radius,claude-sonnet-5,hindi-english,Hindi,english,STUDY_SUPPORT,1,22
ch-5_covalent_radius,gemini-3.8-flash,hindi-english,Hindi,english,ALL,5,71.6
ch-5_covalent_radius,gemini-3.8-flash,hindi-english,Hindi,english,CONCEPT,2,108.5
ch-5_covalent_radius,gemini-3.8-flash,hindi-english,Hindi,english,EXAMPLE,1,53
ch-5_covalent_radius,gemini-3.8-flash,hindi-english,Hindi,english,ANALOGY,1,71
ch-5_covalent_radius,gemini-3.8-flash,hindi-english,Hindi,english,STUDY_SUPPORT,1,17
ch-5_covalent_radius,gpt-5.6-terra,hindi-english,Hindi,english,ALL,5,44.6
ch-5_covalent_radius,gpt-5.6-terra,hindi-english,Hindi,english,CONCEPT,2,63
ch-5_covalent_radius,gpt-5.6-terra,hindi-english,Hindi,english,EXAMPLE,1,43
ch-5_covalent_radius,gpt-5.6-terra,hindi-english,Hindi,english,STUDY_SUPPORT,1,27
ch-5_covalent_radius,gpt-5.6-terra,hindi-english,Hindi,english,CAVEAT,1,27
ch-5_covalent_radius,grok-4.3,hindi-english,Hindi,english,ALL,6,35.833333333333336
ch-5_covalent_radius,grok-4.3,hindi-english,Hindi,english,CONCEPT,2,65.5
ch-5_covalent_radius,grok-4.3,hindi-english,Hindi,english,EXAMPLE,2,24
ch-5_covalent_radius,grok-4.3,hindi-english,Hindi,english,STUDY_SUPPORT,1,13
ch-5_covalent_radius,grok-4.3,hindi-english,Hindi,english,CAVEAT,1,23
ch-5_covalent_radius,llama-4-maverick,hindi-english,Hindi,english,ALL,4,47.25
ch-5_covalent_radius,llama-4-maverick,hindi-english,Hindi,english,CONCEPT,2,53
ch-5_covalent_radius,llama-4-maverick,hindi-english,Hindi,english,EXAMPLE,1,47
ch-5_covalent_radius,llama-4-maverick,hindi-english,Hindi,english,STUDY_SUPPORT,1,36
ch-5_covalent_radius,claude-sonnet-5,hindi-native,Hindi,native,ALL,7,30.285714285714285
ch-5_covalent_radius,claude-sonnet-5,hindi-native,Hindi,native,CONCEPT,3,38
ch-5_covalent_radius,claude-sonnet-5,hindi-native,Hindi,native,EXAMPLE,2,25.5
ch-5_covalent_radius,claude-sonnet-5,hindi-native,Hindi,native,ANALOGY,1,39
ch-5_covalent_radius,claude-sonnet-5,hindi-native,Hindi,native,STUDY_SUPPORT,1,8
ch-5_covalent_radius,gemini-3.8-flash,hindi-native,Hindi,native,ALL,6,57.166666666666664
ch-5_covalent_radius,gemini-3.8-flash,hindi-native,Hindi,native,CONCEPT,3,58.333333333333336
ch-5_covalent_radius,gemini-3.8-flash,hindi-native,Hindi,native,EXAMPLE,1,70
ch-5_covalent_radius,gemini-3.8-flash,hindi-native,Hindi,native,ANALOGY,1,70
ch-5_covalent_radius,gemini-3.8-flash,hindi-native,Hindi,native,CAVEAT,1,28
ch-5_covalent_radius,gpt-5.6-terra,hindi-native,Hindi,native,ALL,8,42
ch-5_covalent_radius,gpt-5.6-terra,hindi-native,Hindi,native,CONCEPT,6,43.5
ch-5_covalent_radius,gpt-5.6-terra,hindi-native,Hindi,native,EXAMPLE,1,40
ch-5_covalent_radius,gpt-5.6-terra,hindi-native,Hindi,native,STUDY_SUPPORT,1,35
ch-5_covalent_radius,grok-4.3,hindi-native,Hindi,native,ALL,6,53.666666666666664
ch-5_covalent_radius,grok-4.3,hindi-native,Hindi,native,CONCEPT,4,51.75
ch-5_covalent_radius,grok-4.3,hindi-native,Hindi,native,EXAMPLE,1,74
ch-5_covalent_radius,grok-4.3,hindi-native,Hindi,native,CAVEAT,1,41
ch-5_covalent_radius,llama-4-maverick,hindi-native,Hindi,native,ALL,4,56
ch-5_covalent_radius,llama-4-maverick,hindi-native,Hindi,native,CONCEPT,3,58.333333333333336
ch-5_covalent_radius,llama-4-maverick,hindi-native,Hindi,native,STUDY_SUPPORT,1,49
ch-5_covalent_radius,claude-sonnet-5,tamil-english,Tamil,english,ALL,7,21.285714285714285
ch-5_covalent_radius,claude-sonnet-5,tamil-english,Tamil,english,CONCEPT,3,21.333333333333332
ch-5_covalent_radius,claude-sonnet-5,tamil-english,Tamil,english,EXAMPLE,1,26
ch-5_covalent_radius,claude-sonnet-5,tamil-english,Tamil,english,ANALOGY,1,26
ch-5_covalent_radius,claude-sonnet-5,tamil-english,Tamil,english,STUDY_SUPPORT,1,18
ch-5_covalent_radius,claude-sonnet-5,tamil-english,Tamil,english,CAVEAT,1,15
ch-5_covalent_radius,gemini-3.8-flash,tamil-english,Tamil,english,ALL,5,49.4
ch-5_covalent_radius,gemini-3.8-flash,tamil-english,Tamil,english,CONCEPT,2,64.5
ch-5_covalent_radius,gemini-3.8-flash,tamil-english,Tamil,english,EXAMPLE,1,38
ch-5_covalent_radius,gemini-3.8-flash,tamil-english,Tamil,english,ANALOGY,1,47
ch-5_covalent_radius,gemini-3.8-flash,tamil-english,Tamil,english,CAVEAT,1,33
ch-5_covalent_radius,gpt-5.6-terra,tamil-english,Tamil,english,ALL,6,28
ch-5_covalent_radius,gpt-5.6-terra,tamil-english,Tamil,english,CONCEPT,4,27
ch-5_covalent_radius,gpt-5.6-terra,tamil-english,Tamil,english,EXAMPLE,1,31
ch-5_covalent_radius,gpt-5.6-terra,tamil-english,Tamil,english,STUDY_SUPPORT,1,29
ch-5_covalent_radius,grok-4.3,tamil-english,Tamil,english,ALL,4,34.5
ch-5_covalent_radius,grok-4.3,tamil-english,Tamil,english,CONCEPT,2,47.5
ch-5_covalent_radius,grok-4.3,tamil-english,Tamil,english,EXAMPLE,2,21.5
ch-5_covalent_radius,llama-4-maverick,tamil-english,Tamil,english,ALL,4,25.5
ch-5_covalent_radius,llama-4-maverick,tamil-english,Tamil,english,CONCEPT,2,33
ch-5_covalent_radius,llama-4-maverick,tamil-english,Tamil,english,EXAMPLE,2,18
ch-5_covalent_radius,gemini-3.8-flash,tamil-native,Tamil,native,ALL,4,62
ch-5_covalent_radius,gemini-3.8-flash,tamil-native,Tamil,native,CONCEPT,2,100.5
ch-5_covalent_radius,gemini-3.8-flash,tamil-native,Tamil,native,EXAMPLE,1,30
ch-5_covalent_radius,gemini-3.8-flash,tamil-native,Tamil,native,STUDY_SUPPORT,1,17
ch-5_covalent_radius,gpt-5.6-terra,tamil-native,Tamil,native,ALL,7,26.285714285714285
ch-5_covalent_radius,gpt-5.6-terra,tamil-native,Tamil,native,CONCEPT,3,25.666666666666668
ch-5_covalent_radius,gpt-5.6-terra,tamil-native,Tamil,native,EXAMPLE,1,30
ch-5_covalent_radius,gpt-5.6-terra,tamil-native,Tamil,native,ANALOGY,1,24
ch-5_covalent_radius,gpt-5.6-terra,tamil-native,Tamil,native,STUDY_SUPPORT,1,16
ch-5_covalent_radius,gpt-5.6-terra,tamil-native,Tamil,native,CAVEAT,1,37
ch-5_covalent_radius,grok-4.3,tamil-native,Tamil,native,ALL,6,29.166666666666668
ch-5_covalent_radius,grok-4.3,tamil-native,Tamil,native,CONCEPT,3,35.333333333333336
ch-5_covalent_radius,grok-4.3,tamil-native,Tamil,native,EXAMPLE,2,25
ch-5_covalent_radius,grok-4.3,tamil-native,Tamil,native,STUDY_SUPPORT,1,19
ch-5_covalent_radius,llama-4-maverick,tamil-native,Tamil,native,ALL,6,23.666666666666668
ch-5_covalent_radius,llama-4-maverick,tamil-native,Tamil,native,CONCEPT,3,28
ch-5_covalent_radius,llama-4-maverick,tamil-native,Tamil,native,EXAMPLE,3,19.333333333333332
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-english,Arabic,english,ALL,7,23.142857142857142
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-english,Arabic,english,CONCEPT,3,38.666666666666664
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-english,Arabic,english,EXAMPLE,3,10.333333333333334
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-english,Arabic,english,STUDY_SUPPORT,1,15
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-english,Arabic,english,ALL,9,50.55555555555556
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-english,Arabic,english,CONCEPT,5,73.2
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-english,Arabic,english,EXAMPLE,3,17.333333333333332
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-english,Arabic,english,STUDY_SUPPORT,1,37
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-english,Arabic,english,ALL,12,49.75
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-english,Arabic,english,CONCEPT,8,47.375
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-english,Arabic,english,EXAMPLE,2,71
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-english,Arabic,english,STUDY_SUPPORT,2,38
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,ALL,11,22
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,CONCEPT,6,31
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,EXAMPLE,4,11
ch-6_alkaline_earth_metals,grok-4.3,arabic-english,Arabic,english,CAVEAT,1,12
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-english,Arabic,english,ALL,10,20.8
