source,topic,model,condition,language,old_relevance,new_relevance,old_units,new_units,old_errors,new_errors,new_ambiguities,old_reason,new_reason,old_report,new_report,delta_units
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\arabic-english\gpt-5.6-terra__8a1bb795dad8.json,ch-7_vapour_phase_refining,gpt-5.6-terra,arabic-english,Arabic,on_topic,on_topic,5,5,0,0,2,"The response explains vapour phase refining accurately and comprehensively, discussing its core principle, generalized reaction steps, the Mond process for nickel, the Van Arkel–de Boer process for titanium and zirconium, and the prerequisite conditions for success.","The explanation directly addresses vapour phase refining by explaining its underlying principle, general procedural steps, specific industrial methods (Mond and Van Arkel–de Boer processes), and the necessary criteria for its application.",../../../ch-7_vapour_phase_refining/arabic-english/evaluation/gpt-5.6-terra__8a1bb795dad8/results.md,../ch-7_vapour_phase_refining/arabic-english/gpt-5.6-terra__8a1bb795dad8/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\arabic-english\grok-4.3__e0d0042425a5.json,ch-7_vapour_phase_refining,grok-4.3,arabic-english,Arabic,on_topic,on_topic,4,4,0,0,2,The response accurately explains the concept and operating principle of vapour phase refining and illustrates it with the two standard industrial examples: the Mond process for nickel and the Van Arkel process for zirconium.,"The text directly explains vapour phase refining, including its general operating principle, the Mond process for nickel, the Van Arkel process for zirconium, and its key characteristics.",../../../ch-7_vapour_phase_refining/arabic-english/evaluation/grok-4.3__e0d0042425a5/results.md,../ch-7_vapour_phase_refining/arabic-english/grok-4.3__e0d0042425a5/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\arabic-english\llama-4-maverick__487ee3cad779.json,ch-7_vapour_phase_refining,llama-4-maverick,arabic-english,Arabic,on_topic,on_topic,4,1,0,0,1,"The response accurately and directly explains vapour phase refining in Arabic, covering its definition, core steps, the Mond process for nickel with chemical equations, and its advantages.","The source explains the concept and general procedure of vapour phase refining, outlines its steps, and illustrates it with the refining of nickel.",../../../ch-7_vapour_phase_refining/arabic-english/evaluation/llama-4-maverick__487ee3cad779/results.md,../ch-7_vapour_phase_refining/arabic-english/llama-4-maverick__487ee3cad779/results.md,-3
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\arabic-native\claude-sonnet-5__fc7003d50af6.json,ch-7_vapour_phase_refining,claude-sonnet-5,arabic-native,Arabic,off_topic,off_topic,6,5,0,0,1,"The prompt requested an explanation of 'vapour phase refining' (التنقية بالطور البخاري), which is a metallurgical refining technique for metals (such as the Mond process or the Van Arkel process). The response conflates the term with fractional distillation (التقطير التجزيئي) and explains the physical separation of liquid mixtures and petroleum refining instead.","The response explains fractional distillation (التقطير التجزيئي) and the separation of crude oil fractions, erroneously equating it with vapour phase refining. Vapour phase refining in metallurgy is a specific purification method where an impure metal is converted into a volatile compound and subsequently decomposed to yield pure metal (e.g., the Mond process for nickel and the Van Arkel process for zirconium/titanium).",../../../ch-7_vapour_phase_refining/arabic-native/evaluation/claude-sonnet-5__fc7003d50af6/results.md,../ch-7_vapour_phase_refining/arabic-native/claude-sonnet-5__fc7003d50af6/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\arabic-native\gemini-3.8-flash__9867037c0262.json,ch-7_vapour_phase_refining,gemini-3.8-flash,arabic-native,Arabic,on_topic,on_topic,7,4,0,0,2,"The entire response directly addresses vapour phase refining in high school chemistry, explaining its general principle, required conditions, and standard examples (Mond and Van Arkel processes).","The text directly and thoroughly explains vapour phase refining, including its definition, working principle, necessary conditions, and standard chemical metallurgy examples.",../../../ch-7_vapour_phase_refining/arabic-native/evaluation/gemini-3.8-flash__9867037c0262/results.md,../ch-7_vapour_phase_refining/arabic-native/gemini-3.8-flash__9867037c0262/results.md,-3
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\arabic-native\gpt-5.6-terra__5a1fcb9450db.json,ch-7_vapour_phase_refining,gpt-5.6-terra,arabic-native,Arabic,off_topic,off_topic,11,7,0,0,3,"The prompt requested an explanation of vapour phase refining (a metallurgical refining method such as the Mond process or Van Arkel method, where a crude metal reacts to form a volatile compound that is subsequently decomposed to yield pure metal). The response misinterprets the term literally as general purification involving the vapor phase, describing physical phase-change separations—specifically sublimation of iodine, camphor, and naphthalene, and distillation of liquids.","In chemistry, 'vapour phase refining' specifically refers to a metallurgical purification technique in which an impure metal is chemically reacted with a reagent to form a volatile compound, which is subsequently decomposed at a higher temperature to yield pure metal (such as the Mond process for nickel or the Van Arkel method for zirconium and titanium). The response instead explains physical separation techniques based on direct phase changes (sublimation and distillation), using iodine sublimation as its central example.",../../../ch-7_vapour_phase_refining/arabic-native/evaluation/gpt-5.6-terra__5a1fcb9450db/results.md,../ch-7_vapour_phase_refining/arabic-native/gpt-5.6-terra__5a1fcb9450db/results.md,-4
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\arabic-native\grok-4.3__9c7fdcb82a15.json,ch-7_vapour_phase_refining,grok-4.3,arabic-native,Arabic,off_topic,off_topic,8,5,0,0,1,"The response confuses 'vapour phase refining' (a metallurgical refining technique involving conversion of crude metal into a volatile compound followed by thermal decomposition, such as the Mond and Van Arkel processes) with ordinary physical distillation (التقطير) of liquids and solutions, explaining distillation apparatus, boiling points, and laboratory distillation types instead.","The explanation defines and describes distillation (التقطير) of liquids based on boiling point differences (including simple, fractional, and steam distillation). In metallurgy, 'vapour phase refining' refers to specific processes (e.g., the Mond process or Van Arkel method) where a crude metal is converted into a volatile compound and subsequently decomposed to yield pure metal.",../../../ch-7_vapour_phase_refining/arabic-native/evaluation/grok-4.3__9c7fdcb82a15/results.md,../ch-7_vapour_phase_refining/arabic-native/grok-4.3__9c7fdcb82a15/results.md,-3
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\arabic-native\llama-4-maverick__c372d3b90cb9.json,ch-7_vapour_phase_refining,llama-4-maverick,arabic-native,Arabic,off_topic,off_topic,5,5,0,0,2,"The prompt asks for an explanation of vapour phase refining (a metallurgical refining process, such as the Mond process for nickel or the Van Arkel process for titanium/zirconium, where a metal forms a volatile compound that is subsequently decomposed). Instead, the response describes distillation (separation of substances based on boiling point differences, condensation into liquid, and examples such as petroleum distillation, alcohol production, and water purification).","The explanation defines and describes thermal distillation (separation of components based on boiling points through heating, vaporization, and condensation, citing petroleum refining, beverage alcohol distillation, and water purification) instead of vapour phase refining in metallurgy (which involves converting an impure metal into a volatile compound and subsequently decomposing it to yield pure metal, such as the Mond process or Van Arkel process).",../../../ch-7_vapour_phase_refining/arabic-native/evaluation/llama-4-maverick__c372d3b90cb9/results.md,../ch-7_vapour_phase_refining/arabic-native/llama-4-maverick__c372d3b90cb9/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\bengali-english\claude-sonnet-5__672314dfb8a9.json,ch-7_vapour_phase_refining,claude-sonnet-5,bengali-english,Bengali,on_topic,on_topic,5,5,0,1,2,"The response accurately and directly explains vapour phase refining in Bengali, covering its principle, conditions, key industrial examples (Mond process and Van Arkel method), and characteristics.","The explanation directly teaches vapour phase refining, detailing its fundamental working principles, required conditions, and standard industrial examples (Mond process and Van Arkel method).",../../../ch-7_vapour_phase_refining/bengali-english/evaluation/claude-sonnet-5__672314dfb8a9/results.md,../ch-7_vapour_phase_refining/bengali-english/claude-sonnet-5__672314dfb8a9/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\bengali-english\gemini-3.8-flash__8999378d6b64.json,ch-7_vapour_phase_refining,gemini-3.8-flash,bengali-english,Bengali,on_topic,on_topic,6,6,0,0,2,"The text directly explains vapour phase refining in metallurgy, covering its core definition, working principle, general procedure, and two classic industrial examples (Mond process and Van Arkel process) along with a summary recap.","The response directly and accurately explains vapour phase refining, detailing its definition, thermodynamic/chemical principles, general execution steps, and key applications (Mond and Van Arkel processes).",../../../ch-7_vapour_phase_refining/bengali-english/evaluation/gemini-3.8-flash__8999378d6b64/results.md,../ch-7_vapour_phase_refining/bengali-english/gemini-3.8-flash__8999378d6b64/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\bengali-english\gpt-5.6-terra__1a94d634796b.json,ch-7_vapour_phase_refining,gpt-5.6-terra,bengali-english,Bengali,on_topic,on_topic,5,5,0,0,1,"The response explains the definition, principles, general steps, and two primary real-world industrial examples (Mond process and Van Arkel method) of vapour phase refining in Bengali as requested.","The text explains vapour phase refining accurately, including its foundational principles, the general procedure, and standard metallurgical applications (Mond process for nickel and Van Arkel process for zirconium and titanium).",../../../ch-7_vapour_phase_refining/bengali-english/evaluation/gpt-5.6-terra__1a94d634796b/results.md,../ch-7_vapour_phase_refining/bengali-english/gpt-5.6-terra__1a94d634796b/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\bengali-english\grok-4.3__39ebe3f97316.json,ch-7_vapour_phase_refining,grok-4.3,bengali-english,Bengali,on_topic,on_topic,5,5,0,0,0,"The entire response directly and accurately explains vapour phase refining in Bengali, covering its basic principle, the Mond and Van Arkel processes, and its key advantages.","The explanation defines vapour phase refining and explains its two classic industrial examples (Mond process for nickel and Van Arkel process for titanium/zirconium), along with its key advantages.",../../../ch-7_vapour_phase_refining/bengali-english/evaluation/grok-4.3__39ebe3f97316/results.md,../ch-7_vapour_phase_refining/bengali-english/grok-4.3__39ebe3f97316/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\bengali-english\llama-4-maverick__438b413ddd2a.json,ch-7_vapour_phase_refining,llama-4-maverick,bengali-english,Bengali,on_topic,on_topic,2,3,3,3,1,"The response directly addresses the requested topic of vapour phase refining (বাষ্পীয় পর্যায় পরিশোধন), discussing its alleged mechanism and industrial applications such as the purification of nickel.","The response explains vapour phase refining, including its supposed principle and an example involving nickel refining, which directly addresses the requested topic.",../../../ch-7_vapour_phase_refining/bengali-english/evaluation/llama-4-maverick__438b413ddd2a/results.md,../ch-7_vapour_phase_refining/bengali-english/llama-4-maverick__438b413ddd2a/results.md,1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\bengali-native\claude-sonnet-5__ad08f2d0a344.json,ch-7_vapour_phase_refining,claude-sonnet-5,bengali-native,Bengali,on_topic,on_topic,5,4,0,0,2,"The response accurately and comprehensively explains the concept, requirements, and key industrial methods (Mond process and Van Arkel method) of vapour phase refining in high-school level Bengali.","The text explains the fundamental principle and conditions of vapour phase refining, followed by detailed examples of the Mond and Van Arkel processes and a summary comparison.",../../../ch-7_vapour_phase_refining/bengali-native/evaluation/claude-sonnet-5__ad08f2d0a344/results.md,../ch-7_vapour_phase_refining/bengali-native/claude-sonnet-5__ad08f2d0a344/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\bengali-native\gemini-3.8-flash__815896e1d899.json,ch-7_vapour_phase_refining,gemini-3.8-flash,bengali-native,Bengali,on_topic,on_topic,6,6,0,0,3,"The response accurately and comprehensively explains vapour phase refining in Bengali, covering its basic principle, the two main steps, standard industrial examples (Mond process and Van Arkel process), essential conditions, and a conceptual analogy.","The text explains vapour phase refining, including its core principles, general mechanism, the two standard requirements, and specific applications (Mond process for Ni and Van Arkel process for Ti/Zr).",../../../ch-7_vapour_phase_refining/bengali-native/evaluation/gemini-3.8-flash__815896e1d899/results.md,../ch-7_vapour_phase_refining/bengali-native/gemini-3.8-flash__815896e1d899/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\bengali-native\gpt-5.6-terra__797ca92af0b9.json,ch-7_vapour_phase_refining,gpt-5.6-terra,bengali-native,Bengali,on_topic,on_topic,8,7,0,0,1,"The response accurately and directly explains vapour phase refining, including its fundamental principles, general steps, specific industrial methods (Mond process and Van Arkel process), importance, and summary.","The explanation directly and comprehensively teaches vapour phase refining, including its definition, conditions, general mechanism, and standard industrial examples (Mond and Van Arkel processes).",../../../ch-7_vapour_phase_refining/bengali-native/evaluation/gpt-5.6-terra__797ca92af0b9/results.md,../ch-7_vapour_phase_refining/bengali-native/gpt-5.6-terra__797ca92af0b9/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\bengali-native\grok-4.3__cde139037a76.json,ch-7_vapour_phase_refining,grok-4.3,bengali-native,Bengali,off_topic,off_topic,9,9,0,0,2,"The prompt asked for an explanation of vapour phase refining (বাষ্পীয় দশা বিশোধন), which in chemistry refers to the metallurgical refining process where a metal is converted into a volatile compound and subsequently decomposed (such as the Mond process for nickel or the Van Arkel process for zirconium/titanium). Instead, the response completely confuses this with steam distillation (বাষ্প পাতন), explicitly labelling it 'steam distillation' and explaining the isolation of essential oils using steam.","The explanation teaches steam distillation (a method of separating temperature-sensitive organic liquids using steam) under the Bengali label 'বাষ্পীয় দশা বিশোধন', rather than vapour phase refining (a metallurgical purification process such as the Mond or Van Arkel process).",../../../ch-7_vapour_phase_refining/bengali-native/evaluation/grok-4.3__cde139037a76/results.md,../ch-7_vapour_phase_refining/bengali-native/grok-4.3__cde139037a76/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\bengali-native\llama-4-maverick__80b5616b6974.json,ch-7_vapour_phase_refining,llama-4-maverick,bengali-native,Bengali,off_topic,off_topic,6,3,0,0,2,"The prompt asks for vapour phase refining (a metallurgical purification process such as the Mond or Van Arkel process), but the response incorrectly equates 'বাষ্পীয় দশা বিশোধন' to steam distillation (বাষ্প পাতন) and explains the purification of organic compounds using steam.","The requested topic is vapour phase refining, a chemical metallurgical refining technique (such as the Mond process or Van Arkel process) used to purify metals by converting them into volatile compounds and subsequently decomposing them. The explanation instead describes steam distillation of organic compounds, explicitly equating 'বাষ্পীয় দশা বিশোধন' to steam distillation ('স্টিম ডিস্টিলেশন'). Because it teaches an entirely different chemical separation method, the response is off-topic.",../../../ch-7_vapour_phase_refining/bengali-native/evaluation/llama-4-maverick__80b5616b6974/results.md,../ch-7_vapour_phase_refining/bengali-native/llama-4-maverick__80b5616b6974/results.md,-3
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\english\claude-sonnet-5__5886caa71614.json,ch-7_vapour_phase_refining,claude-sonnet-5,english,English,on_topic,on_topic,7,6,0,0,3,"The response accurately and comprehensively explains vapour phase refining, including its definition, basic principles, major industrial examples (Mond's process and Van Arkel method), advantages, an explanatory analogy, and a summary table.","The explanation directly teaches vapour phase refining, detailing its general two-step mechanism, requirements, the two primary industrial applications (Mond's process and Van Arkel method), and overall utility.",../../../ch-7_vapour_phase_refining/english/evaluation/claude-sonnet-5__5886caa71614/results.md,../ch-7_vapour_phase_refining/english/claude-sonnet-5__5886caa71614/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\english\gemini-3.8-flash__366a02e5a622.json,ch-7_vapour_phase_refining,gemini-3.8-flash,english,English,on_topic,on_topic,7,6,0,0,2,"The explanation directly and thoroughly covers vapour phase refining, detailing its definition, requirements, two-step mechanism, and the two classic industrial examples (Mond and Van Arkel processes).","The explanation directly covers vapour phase refining, including its definition, underlying criteria, the general two-step mechanism, and the two standard high-school examples (Mond's process and the Van Arkel method).",../../../ch-7_vapour_phase_refining/english/evaluation/gemini-3.8-flash__366a02e5a622/results.md,../ch-7_vapour_phase_refining/english/gemini-3.8-flash__366a02e5a622/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\english\gpt-5.6-terra__7c971b9d9fb3.json,ch-7_vapour_phase_refining,gpt-5.6-terra,english,English,on_topic,on_topic,4,4,0,0,2,"The response explains vapour phase refining directly, detailing its core principles, general procedural steps, and standard industrial examples (the Mond process and the Van Arkel process).","The explanation directly covers the definition, principle, general steps, and classic chemical examples of vapour phase refining (Mond process for nickel and Van Arkel process for titanium/zirconium).",../../../ch-7_vapour_phase_refining/english/evaluation/gpt-5.6-terra__7c971b9d9fb3/results.md,../ch-7_vapour_phase_refining/english/gpt-5.6-terra__7c971b9d9fb3/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\english\grok-4.3__1d30d2ec01c6.json,ch-7_vapour_phase_refining,grok-4.3,english,English,on_topic,on_topic,5,4,0,0,2,"The response explains the core principles, steps, standard industrial examples (Mond process and Van Arkel process), and criteria of vapour phase refining.","The text explains vapour phase refining accurately and thoroughly, covering its general principle, operational steps, industrial examples (Mond process for nickel and Van Arkel process for titanium/zirconium), and necessary criteria.",../../../ch-7_vapour_phase_refining/english/evaluation/grok-4.3__1d30d2ec01c6/results.md,../ch-7_vapour_phase_refining/english/grok-4.3__1d30d2ec01c6/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\english\llama-4-maverick__f519e0928a19.json,ch-7_vapour_phase_refining,llama-4-maverick,english,English,on_topic,on_topic,6,5,0,0,2,"The entire response accurately explains vapour phase refining, including its definition, working mechanism, notable industrial examples (Mond's process and Van Arkel method), and advantages.","The response directly and thoroughly explains vapour phase refining, detailing its definition, general steps, key industrial examples (Mond's process and Van Arkel method), and practical scope.",../../../ch-7_vapour_phase_refining/english/evaluation/llama-4-maverick__f519e0928a19/results.md,../ch-7_vapour_phase_refining/english/llama-4-maverick__f519e0928a19/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\french-english\claude-sonnet-5__a916209f7576.json,ch-7_vapour_phase_refining,claude-sonnet-5,french-english,French,on_topic,on_topic,5,5,0,0,0,"The response clearly and accurately explains vapour phase refining in French, detailing the core principles, requirements, standard industrial examples (Mond and Van Arkel processes), and advantages.","The text directly explains vapour phase refining (raffinage en phase vapeur) with its general mechanism, necessary conditions, industrial examples (Mond and Van Arkel processes), and advantages.",../../../ch-7_vapour_phase_refining/french-english/evaluation/claude-sonnet-5__a916209f7576/results.md,../ch-7_vapour_phase_refining/french-english/claude-sonnet-5__a916209f7576/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\french-english\gemini-3.8-flash__295c010f6a7e.json,ch-7_vapour_phase_refining,gemini-3.8-flash,french-english,French,on_topic,on_topic,5,5,0,0,2,"The response directly and comprehensively explains vapour phase refining, including its fundamental mechanism, key conditions, and standard industrial examples (the Mond process and the Van Arkel-de Boer process).","The text directly explains vapour phase refining, including its core two-step chemical mechanism and standard industrial examples.",../../../ch-7_vapour_phase_refining/french-english/evaluation/gemini-3.8-flash__295c010f6a7e/results.md,../ch-7_vapour_phase_refining/french-english/gemini-3.8-flash__295c010f6a7e/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\french-english\gpt-5.6-terra__826756148527.json,ch-7_vapour_phase_refining,gpt-5.6-terra,french-english,French,on_topic,on_topic,6,6,0,0,0,"The response accurately and directly explains vapour phase refining in French, detailing its general principles, industrial examples (the Mond process and the Van Arkel-de Boer process), advantages, and limitations.","The explanation defines vapour phase refining, details its general principle, and provides standard metallurgical examples (nickel via the Mond process, titanium/zirconium via the iodide process) along with advantages and limitations.",../../../ch-7_vapour_phase_refining/french-english/evaluation/gpt-5.6-terra__826756148527/results.md,../ch-7_vapour_phase_refining/french-english/gpt-5.6-terra__826756148527/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\french-english\grok-4.3__cd91d15d6269.json,ch-7_vapour_phase_refining,grok-4.3,french-english,French,on_topic,on_topic,3,3,0,0,0,"The response explains vapour phase refining accurately, covering the general principle and key industrial examples (Mond process and Van Arkel process).","The explanation directly addresses the requested topic by defining vapour phase refining, explaining its underlying principles and steps, and presenting standard examples (Mond process for nickel and van Arkel process for titanium/zirconium).",../../../ch-7_vapour_phase_refining/french-english/evaluation/grok-4.3__cd91d15d6269/results.md,../ch-7_vapour_phase_refining/french-english/grok-4.3__cd91d15d6269/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\french-english\llama-4-maverick__3ab8635a7961.json,ch-7_vapour_phase_refining,llama-4-maverick,french-english,French,on_topic,on_topic,2,2,1,1,3,The response explains the principle and general steps of vapour phase refining and illustrates them with the Mond process for purifying nickel.,"The explanation defines vapour phase refining, outlines its general operating principles and steps, and provides the standard Mond process for nickel as an example.",../../../ch-7_vapour_phase_refining/french-english/evaluation/llama-4-maverick__3ab8635a7961/results.md,../ch-7_vapour_phase_refining/french-english/llama-4-maverick__3ab8635a7961/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\french-native\claude-sonnet-5__eacd841d6757.json,ch-7_vapour_phase_refining,claude-sonnet-5,french-native,French,on_topic,on_topic,6,6,0,0,2,"The explanation directly addresses vapour phase refining in metallurgy, including its general operating principle, the Mond process for nickel, its benefits, and its specific applicability.","The text directly explains vapour phase refining, including its operating principle, an analogy, the chemical mechanism, the Mond process for nickel refining, its advantages, and its scope of applicability.",../../../ch-7_vapour_phase_refining/french-native/evaluation/claude-sonnet-5__eacd841d6757/results.md,../ch-7_vapour_phase_refining/french-native/claude-sonnet-5__eacd841d6757/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\french-native\gemini-3.8-flash__487678930ee2.json,ch-7_vapour_phase_refining,gemini-3.8-flash,french-native,French,on_topic,on_topic,5,5,0,0,2,"The entire response directly and accurately explains vapour phase refining, including its core principles, necessary conditions, the two-stage process, and classic industrial examples (Mond process and Van Arkel-de Boer process).","The text directly and comprehensively explains vapour phase refining, its required chemical conditions, operating mechanism, and canonical metallurgical examples.",../../../ch-7_vapour_phase_refining/french-native/evaluation/gemini-3.8-flash__487678930ee2/results.md,../ch-7_vapour_phase_refining/french-native/gemini-3.8-flash__487678930ee2/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\french-native\gpt-5.6-terra__06fbe8f3f2dd.json,ch-7_vapour_phase_refining,gpt-5.6-terra,french-native,French,on_topic,on_topic,5,5,0,0,1,"The response directly and accurately explains vapour phase refining, including its operating principle, the general steps, and two classic industrial examples (the Mond process and the Van Arkel process).","The explanation directly covers vapour phase refining, explaining the principle of forming a volatile compound and decomposing it to recover pure metal, followed by standard textbook industrial examples (Mond process for Ni and Van Arkel process for Ti/Zr).",../../../ch-7_vapour_phase_refining/french-native/evaluation/gpt-5.6-terra__06fbe8f3f2dd/results.md,../ch-7_vapour_phase_refining/french-native/gpt-5.6-terra__06fbe8f3f2dd/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\french-native\grok-4.3__5443b4085158.json,ch-7_vapour_phase_refining,grok-4.3,french-native,French,on_topic,on_topic,5,5,0,0,2,"The explanation directly covers the principles, mechanism, and classic industrial example (the Mond process for nickel) of vapour phase refining.","The response directly and accurately explains vapour phase refining, including its operating principle, the classic Mond process for nickel refining, its advantages over other refining techniques, and key distinctions.",../../../ch-7_vapour_phase_refining/french-native/evaluation/grok-4.3__5443b4085158/results.md,../ch-7_vapour_phase_refining/french-native/grok-4.3__5443b4085158/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\french-native\llama-4-maverick__f8113bbab9f0.json,ch-7_vapour_phase_refining,llama-4-maverick,french-native,French,on_topic,off_topic,6,5,6,0,2,"The response directly addresses the requested topic of vapour phase refining, though it incorrectly explains the underlying process by describing physical distillation rather than chemical vapour phase transport.","In metallurgy and chemistry, 'vapour phase refining' specifically refers to the chemical method where an impure metal is reacted with a reagent to form a volatile compound that is subsequently decomposed to yield the pure metal (such as the Mond process for nickel or the Van Arkel method for zirconium and titanium). The response instead describes physical distillation (heating low-boiling metals such as zinc, mercury, or magnesium to vaporize and condense them based on differences in vapor pressure and boiling point, with no chemical compound formation). It therefore explains a different refining process.",../../../ch-7_vapour_phase_refining/french-native/evaluation/llama-4-maverick__f8113bbab9f0/results.md,../ch-7_vapour_phase_refining/french-native/llama-4-maverick__f8113bbab9f0/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\hindi-english\claude-sonnet-5__1a43976ebedf.json,ch-7_vapour_phase_refining,claude-sonnet-5,hindi-english,Hindi,on_topic,on_topic,6,6,0,0,0,"The entire response directly and thoroughly explains vapour phase refining in Hindi as requested, detailing its core principles and standard industrial methods (Mond process and Van Arkel method).",The response clearly explains the principle and criteria of vapour phase refining and illustrates it with the two standard examples: the Mond process for nickel and the Van Arkel method for zirconium/titanium.,../../../ch-7_vapour_phase_refining/hindi-english/evaluation/claude-sonnet-5__1a43976ebedf/results.md,../ch-7_vapour_phase_refining/hindi-english/claude-sonnet-5__1a43976ebedf/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\hindi-english\gemini-3.8-flash__de3b468a9887.json,ch-7_vapour_phase_refining,gemini-3.8-flash,hindi-english,Hindi,on_topic,on_topic,5,4,0,0,0,"The entire response thoroughly explains vapour phase refining, covering its definition, underlying principles, the two key industrial examples (Mond process and Van Arkel method), and an explanatory analogy.","The response directly and thoroughly explains vapour phase refining, including its core principles, essential criteria, and standard industrial applications (Mond's process and the Van Arkel method).",../../../ch-7_vapour_phase_refining/hindi-english/evaluation/gemini-3.8-flash__de3b468a9887/results.md,../ch-7_vapour_phase_refining/hindi-english/gemini-3.8-flash__de3b468a9887/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\hindi-english\gpt-5.6-terra__57580d3f61ea.json,ch-7_vapour_phase_refining,gpt-5.6-terra,hindi-english,Hindi,on_topic,on_topic,4,4,0,0,1,"The explanation directly addresses vapour phase refining in Hindi, explaining the core principle, general reaction schema, and standard industrial examples (Mond process and Van Arkel process).","The explanation directly defines vapour phase refining, states its underlying chemical principles, and demonstrates it using the standard industrial methods (Mond process for nickel and Van Arkel process for titanium/zirconium).",../../../ch-7_vapour_phase_refining/hindi-english/evaluation/gpt-5.6-terra__57580d3f61ea/results.md,../ch-7_vapour_phase_refining/hindi-english/gpt-5.6-terra__57580d3f61ea/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-7_vapour_phase_refining\hindi-english\grok-4.3__3d371560275e.json,ch-7_vapour_phase_refining,grok-4.3,hindi-english,Hindi,on_topic,on_topic,6,6,0,0,1,"The response clearly and accurately explains the principles, procedural steps, prominent industrial examples (Mond process and van Arkel process), and importance of vapour phase refining in Hindi.","The explanation directly and accurately teaches vapour phase refining, including its definition, working mechanism, and both standard textbook examples (Mond process and Van Arkel process).",../../../ch-7_vapour_phase_refining/hindi-english/evaluation/grok-4.3__3d371560275e/results.md,../ch-7_vapour_phase_refining/hindi-english/grok-4.3__3d371560275e/results.md,0
